"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","SPID"
"Ixobrychus exilis","bird","Pelecaniformes","Ardeidae",12,"tmax",-0.284676184163251,-0.292763319679955,0.111111111111111,"SP666"
"Ixoreus naevius","bird","Passeriformes","Turdidae",55,"tmax",-0.417533227089578,-0.444700667177864,0.0192307692307692,"SP667"
"Ixos mcclellandii","bird","Passeriformes","Pycnonotidae",5,"tmax",0.783890785128262,1.05538409393104,0.5,"SP668"
"Jacamerops aureus","bird","Piciformes","Galbulidae",6,"tmax",-0.0260992869393848,-0.0261052154038279,0.333333333333333,"SP669"
"Jacana jacana","bird","Charadriiformes","Jacanidae",5,"tmax",0.000332091448794974,0.000332091461003193,0.5,"SP670"
"Junco hyemalis","bird","Passeriformes","Passerellidae",226,"tmax",-0.170033197274726,-0.17170084892707,0.00448430493273543,"SP671"
"Junco phaeonotus","bird","Passeriformes","Passerellidae",6,"tmax",-0.6,-0.693147180559945,0.333333333333333,"SP672"
"Knipolegus aterrimus","bird","Passeriformes","Tyrannidae",7,"tmax",0.324442247237372,0.336604027126645,0.25,"SP673"
"Knipolegus poecilurus","bird","Passeriformes","Tyrannidae",5,"tmax",0.887522247649673,1.41013241134298,0.5,"SP674"
"Lafresnaya lafresnayi","bird","Apodiformes","Trochilidae",11,"tmax",0.125409043480077,0.126072771983019,0.125,"SP675"
"Lagonosticta rubricata","bird","Passeriformes","Estrildidae",7,"tmax",0.0086844415826982,0.0086846599180664,0.25,"SP676"
"Lagonosticta rufopicta","bird","Passeriformes","Estrildidae",9,"tmax",-0.346843975451358,-0.361851651416435,0.166666666666667,"SP677"
"Lagonosticta senegala","bird","Passeriformes","Estrildidae",14,"tmax",-0.138383661742421,-0.139277303183893,0.0909090909090909,"SP678"
"Lagopus lagopus","bird","Galliformes","Phasianidae",12,"tmax",-0.212946301481156,-0.216255580387166,0.111111111111111,"SP679"
"Lagopus leucura","bird","Galliformes","Phasianidae",8,"tmax",-0.366771285812529,-0.384687418486331,0.2,"SP680"
"Lagopus muta","bird","Galliformes","Phasianidae",5,"tmax",-0.772717322790741,-1.02703717106632,0.5,"SP681"
"Lalage maculosa","bird","Passeriformes","Campephagidae",5,"tmax",-0.485645060859299,-0.530345385560472,0.5,"SP682"
"Lampornis amethystinus","bird","Apodiformes","Trochilidae",11,"tmax",-0.566063089987762,-0.641710504094888,0.125,"SP683"
"Lampornis viridipallens","bird","Apodiformes","Trochilidae",10,"tmax",-0.352008628065201,-0.36773462846969,0.142857142857143,"SP684"
"Lamprotornis nitens","bird","Passeriformes","Sturnidae",5,"tmax",-0.952525206501639,-1.85833994224693,0.5,"SP685"
"Laniarius atrococcineus","bird","Passeriformes","Malaconotidae",6,"tmax",-0.326350397035895,-0.338738144087157,0.333333333333333,"SP686"
"Laniarius ferrugineus","bird","Passeriformes","Malaconotidae",18,"tmax",-0.562772023283376,-0.636880858221963,0.0666666666666667,"SP687"
"Laniarius funebris","bird","Passeriformes","Malaconotidae",6,"tmax",0.141940683280078,0.142905608488342,0.333333333333333,"SP688"
"Lanius collaris","bird","Passeriformes","Laniidae",10,"tmax",-0.528836516967472,-0.588528573574201,0.142857142857143,"SP689"
"Lanius collurio","bird","Passeriformes","Laniidae",10,"tmax",-0.0311893480079257,-0.0311994673253412,0.142857142857143,"SP690"
"Lanius cristatus","bird","Passeriformes","Laniidae",11,"tmax",-0.150887219705488,-0.152048201417083,0.125,"SP691"
"Lanius excubitor","bird","Passeriformes","Laniidae",27,"tmax",0.462045294963087,0.49990862805021,0.0416666666666667,"SP692"
"Lanius isabellinus","bird","Passeriformes","Laniidae",12,"tmax",0.154630400880522,0.155880822686109,0.111111111111111,"SP693"
"Lanius ludovicianus","bird","Passeriformes","Laniidae",46,"tmax",-0.117434141542791,-0.117978488919315,0.0232558139534884,"SP694"
"Lanius senator","bird","Passeriformes","Laniidae",6,"tmax",0.73332097550193,0.935874353282023,0.333333333333333,"SP695"
"Larus californicus","bird","Charadriiformes","Laridae",28,"tmax",-0.215319490343893,-0.218742817677199,0.04,"SP696"
"Larus delawarensis","bird","Charadriiformes","Laridae",33,"tmax",0.0791140383052441,0.0792797200302496,0.0333333333333333,"SP697"
"Leucophaeus pipixcan","bird","Charadriiformes","Laridae",13,"tmax",-0.112402317179432,-0.112879312480007,0.1,"SP698"
"Chroicocephalus ridibundus","bird","Charadriiformes","Laridae",5,"tmax",-0.3,-0.309519604203112,0.5,"SP699"
"Lathrotriccus euleri","bird","Passeriformes","Tyrannidae",19,"tmax",0.208300458089022,0.211394058794493,0.0625,"SP700"
"Lepidocolaptes albolineatus","bird","Passeriformes","Furnariidae",6,"tmax",0.885714285714286,1.40168019045327,0.333333333333333,"SP701"
"Lepidocolaptes angustirostris","bird","Passeriformes","Furnariidae",15,"tmax",-0.414364656760223,-0.440869194350967,0.0833333333333333,"SP702"
"Lepidocolaptes lacrymiger","bird","Passeriformes","Furnariidae",9,"tmax",-0.342508419345164,-0.356931569437084,0.166666666666667,"SP703"
"Lepidocolaptes souleyetii","bird","Passeriformes","Furnariidae",7,"tmax",-0.525476461434934,-0.58387542503034,0.25,"SP704"
"Lepidothrix coeruleocapilla","bird","Passeriformes","Pipridae",5,"tmax",-0.602905085255156,-0.697698804043552,0.5,"SP705"
"Lepidothrix coronata","bird","Passeriformes","Pipridae",16,"tmax",-0.0795076678642766,-0.0796758412809399,0.0769230769230769,"SP706"
"Lepidothrix serena","bird","Passeriformes","Pipridae",6,"tmax",-0.39680057503702,-0.419845866692193,0.333333333333333,"SP707"
"Lepidothrix suavissima","bird","Passeriformes","Pipridae",8,"tmax",0.0855107186432203,0.0857200583298834,0.2,"SP708"
"Leptasthenura pileata","bird","Passeriformes","Furnariidae",7,"tmax",-0.147907697695999,-0.149000656972128,0.25,"SP709"
"Leptocoma sericea","bird","Passeriformes","Nectariniidae",7,"tmax",-0.00313874679478946,-0.00313875710221385,0.25,"SP710"
"Leptopogon amaurocephalus","bird","Passeriformes","Tyrannidae",15,"tmax",-0.373336495660962,-0.39229436773145,0.0833333333333333,"SP711"
"Leptopogon superciliaris","bird","Passeriformes","Tyrannidae",8,"tmax",0.36797423475915,0.386078051331356,0.2,"SP712"
"Leptotila rufaxilla","bird","Columbiformes","Columbidae",16,"tmax",-0.367551473277644,-0.385589168698095,0.0769230769230769,"SP713"
"Leptotila verreauxi","bird","Columbiformes","Columbidae",26,"tmax",-0.0158406446045854,-0.0158419697474083,0.0434782608695652,"SP714"
"Lesbia nuna","bird","Apodiformes","Trochilidae",10,"tmax",-0.160131510057075,-0.16152166421221,0.142857142857143,"SP715"
"Lesbia victoriae","bird","Apodiformes","Trochilidae",10,"tmax",-0.0715563824058149,-0.0716788894180367,0.142857142857143,"SP716"
"Lessonia rufa","bird","Passeriformes","Tyrannidae",5,"tmax",0.263965412205714,0.270366049330356,0.5,"SP717"
"Leucosticte arctoa","bird","Passeriformes","Fringillidae",5,"tmax",0.365270935383616,0.38295496871791,0.5,"SP718"
"Leucosticte atrata","bird","Passeriformes","Fringillidae",5,"tmax",0.371606262213671,0.390285422601887,0.5,"SP719"
"Leucosticte australis","bird","Passeriformes","Fringillidae",7,"tmax",-0.701492011392161,-0.870232051955833,0.25,"SP720"
"Leucosticte tephrocotis","bird","Passeriformes","Fringillidae",17,"tmax",-0.0969722011446689,-0.0972778906063557,0.0714285714285714,"SP721"
"Bolemoreus frenatus","bird","Passeriformes","Meliphagidae",11,"tmax",-0.464582713167864,-0.503139612594377,0.125,"SP722"
"Lichmera indistincta","bird","Passeriformes","Meliphagidae",6,"tmax",-0.811679449913428,-1.13193200120206,0.333333333333333,"SP723"
"Limnodromus griseus","bird","Charadriiformes","Scolopacidae",17,"tmax",-0.243637289242053,-0.24863731269643,0.0714285714285714,"SP724"
"Limnodromus scolopaceus","bird","Charadriiformes","Scolopacidae",13,"tmax",-0.300230505462465,-0.309772926164676,0.1,"SP725"
"Limosa fedoa","bird","Charadriiformes","Scolopacidae",9,"tmax",-0.0485779602203821,-0.0486162261338979,0.166666666666667,"SP726"
"Limosa haemastica","bird","Charadriiformes","Scolopacidae",5,"tmax",-0.986076779245055,-2.48017924994275,0.5,"SP727"
"Lipaugus vociferans","bird","Passeriformes","Cotingidae",9,"tmax",0.765726139301545,1.00991325961364,0.166666666666667,"SP728"
"Lochmias nematura","bird","Passeriformes","Furnariidae",9,"tmax",-0.9339261213351,-1.68826699282402,0.166666666666667,"SP729"
"Lonchura cucullata","bird","Passeriformes","Estrildidae",6,"tmax",-0.258177984880161,-0.264155283540982,0.333333333333333,"SP730"
"Lonchura punctulata","bird","Passeriformes","Estrildidae",8,"tmax",-0.426859751372502,-0.456050440864597,0.2,"SP731"
"Lonchura striata","bird","Passeriformes","Estrildidae",5,"tmax",0.309113565131904,0.319565029006916,0.5,"SP732"
"Lophodytes cucullatus","bird","Anseriformes","Anatidae",20,"tmax",-0.10203073012256,-0.102387014003753,0.0588235294117647,"SP733"
"Lophorina superba","bird","Passeriformes","Corvidae",6,"tmax",-0.529626799618607,-0.589626319915846,0.333333333333333,"SP734"
"Lophotis ruficrista","bird","Gruiformes","Otididae",6,"tmax",-0.371428571428572,-0.390079278774788,0.333333333333333,"SP735"
"Lophotriccus galeatus","bird","Passeriformes","Tyrannidae",12,"tmax",-0.380817885719705,-0.401015918375279,0.111111111111111,"SP736"
"Lophotriccus pileatus","bird","Passeriformes","Tyrannidae",5,"tmax",-0.606973215521155,-0.704114967391018,0.5,"SP737"
"Loxia curvirostra","bird","Passeriformes","Fringillidae",123,"tmax",-0.181126203562611,-0.183146847411933,0.00833333333333333,"SP738"
"Loxia leucoptera","bird","Passeriformes","Fringillidae",29,"tmax",0.0346733974352442,0.034687302767524,0.0384615384615385,"SP739"
"Loxigilla noctis","bird","Passeriformes","Thraupidae",10,"tmax",-0.0983742138620558,-0.0986934076758959,0.142857142857143,"SP740"
"Loxigilla violacea","bird","Passeriformes","Thraupidae",5,"tmax",0.0565606147861559,0.0566210452361279,0.5,"SP741"
"Calliope calliope","bird","Passeriformes","Muscicapidae",6,"tmax",-0.611555204607466,-0.711401947209695,0.333333333333333,"SP742"
"Luscinia megarhynchos","bird","Passeriformes","Muscicapidae",12,"tmax",-0.253581512356246,-0.259236762490806,0.111111111111111,"SP743"
"Lybius torquatus","bird","Piciformes","Lybiidae",9,"tmax",-0.179313843706355,-0.1812736468105,0.166666666666667,"SP744"
"Machaerirhynchus nigripectus","bird","Passeriformes","Machaerirhynchidae",5,"tmax",-0.777912512331353,-1.04006190818152,0.5,"SP745"
"Machetornis rixosa","bird","Passeriformes","Tyrannidae",6,"tmax",-0.231908414260979,-0.236205411977131,0.333333333333333,"SP746"
"Mixornis gularis","bird","Passeriformes","Timaliidae",11,"tmax",0.313014508823736,0.323883875738844,0.125,"SP747"
"Macropygia amboinensis","bird","Columbiformes","Columbidae",7,"tmax",-0.72474765201619,-0.917573862071745,0.25,"SP748"
"Macropygia nigrirostris","bird","Columbiformes","Columbidae",9,"tmax",-0.58806741092062,-0.674706686942423,0.166666666666667,"SP749"
"Malurus alboscapulatus","bird","Passeriformes","Maluridae",9,"tmax",-0.248783774783653,-0.254115924873354,0.166666666666667,"SP750"
"Manacus manacus","bird","Passeriformes","Pipridae",10,"tmax",0.166917963174596,0.168494605860008,0.142857142857143,"SP751"
"Mandingoa nitidula","bird","Passeriformes","Estrildidae",5,"tmax",-0.153896752812773,-0.155129290173418,0.5,"SP752"
"Margarornis squamiger","bird","Passeriformes","Furnariidae",13,"tmax",0.329747927259759,0.342545402638691,0.1,"SP753"
"Mayrornis lessoni","bird","Passeriformes","Corvidae",6,"tmax",0.325964423692174,0.338306223616174,0.333333333333333,"SP754"
"Mecocerculus leucophrys","bird","Passeriformes","Tyrannidae",9,"tmax",-0.432636869215629,-0.463136224346189,0.166666666666667,"SP755"
"Mecocerculus stictopterus","bird","Passeriformes","Tyrannidae",10,"tmax",0.00189251997695862,0.00189252223640013,0.142857142857143,"SP756"
"Megaceryle alcyon","bird","Coraciiformes","Alcedinidae",69,"tmax",0.262652994565101,0.26895586059293,0.0151515151515152,"SP757"
"Megarynchus pitangua","bird","Passeriformes","Tyrannidae",6,"tmax",-0.724713794565561,-0.917502548003398,0.333333333333333,"SP758"
"Megascops asio","bird","Strigiformes","Strigidae",117,"tmax",-0.33338843124354,-0.34663557670978,0.0087719298245614,"SP759"
"Megascops kennicottii","bird","Strigiformes","Strigidae",76,"tmax",-0.553021266848148,-0.622723250228628,0.0136986301369863,"SP760"
"Melaenornis chocolatinus","bird","Passeriformes","Muscicapidae",5,"tmax",-0.747695928598699,-0.967709297266275,0.5,"SP761"
"Melaenornis pammelaina","bird","Passeriformes","Muscicapidae",5,"tmax",0.671192680453529,0.812910453044679,0.5,"SP762"
"Melanerpes aurifrons","bird","Piciformes","Picidae",10,"tmax",-0.624787674094019,-0.732820177988282,0.142857142857143,"SP763"
"Melanerpes carolinus","bird","Piciformes","Picidae",70,"tmax",-0.275067386879367,-0.282337802767656,0.0149253731343284,"SP764"
"Melanerpes cruentatus","bird","Piciformes","Picidae",5,"tmax",-0.828778878724759,-1.18422395784367,0.5,"SP765"
"Melanerpes erythrocephalus","bird","Piciformes","Picidae",39,"tmax",-0.246532592978348,-0.251717644266214,0.0277777777777778,"SP766"
"Melanerpes formicivorus","bird","Piciformes","Picidae",57,"tmax",0.0432274712964435,0.0432544266810747,0.0185185185185185,"SP767"
"Melanerpes lewis","bird","Piciformes","Picidae",12,"tmax",0.340789758128356,0.354985787888405,0.111111111111111,"SP768"
"Melanerpes striatus","bird","Piciformes","Picidae",6,"tmax",-0.590153464290259,-0.677901511247873,0.333333333333333,"SP769"
"Melanerpes uropygialis","bird","Piciformes","Picidae",6,"tmax",-0.426090495236644,-0.45511016658614,0.333333333333333,"SP770"
"Melanitta fusca","bird","Anseriformes","Anatidae",13,"tmax",0.0771567762419899,0.07731043455567,0.1,"SP771"
"Melanitta perspicillata","bird","Anseriformes","Anatidae",12,"tmax",-0.50756945360767,-0.559450285735531,0.111111111111111,"SP772"
"Melanocharis nigra","bird","Passeriformes","Melanocharitidae",15,"tmax",-0.416386025201758,-0.443312045778078,0.0833333333333333,"SP773"
"Melanocharis striativentris","bird","Passeriformes","Melanocharitidae",5,"tmax",0.578496212424328,0.660199572585599,0.5,"SP774"
"Melanocharis versteri","bird","Passeriformes","Melanocharitidae",15,"tmax",-0.411686043097754,-0.437639649267947,0.0833333333333333,"SP775"
"Melanotis hypoleucus","bird","Passeriformes","Mimidae",5,"tmax",-0.090089164787271,-0.0903340815035836,0.5,"SP776"
"Meleagris gallopavo","bird","Galliformes","Phasianidae",22,"tmax",0.422953493712363,0.45128352614161,0.0526315789473684,"SP777"
"Melidectes torquatus","bird","Passeriformes","Meliphagidae",7,"tmax",0.0540195089901258,0.0540721460901022,0.25,"SP778"
"Melidora macrorrhina","bird","Coraciiformes","Alcedinidae",5,"tmax",-0.103806849817175,-0.104182148755622,0.5,"SP779"
"Melierax canorus","bird","Accipitriformes","Accipitridae",5,"tmax",0.506418008071902,0.557900471424803,0.5,"SP780"
"Melilestes megarhynchus","bird","Passeriformes","Meliphagidae",20,"tmax",0.156241897635068,0.157532218203907,0.0588235294117647,"SP781"
"Meliphaga analoga","bird","Passeriformes","Meliphagidae",8,"tmax",0.364982294378298,0.382621927505356,0.2,"SP782"
"Meliphaga aruensis","bird","Passeriformes","Meliphagidae",13,"tmax",0.114093168600507,0.1145921313198,0.1,"SP783"
"Meliphaga lewinii","bird","Passeriformes","Meliphagidae",12,"tmax",-0.507190602798773,-0.55894009394787,0.111111111111111,"SP784"
"Melipotes fumigatus","bird","Passeriformes","Meliphagidae",13,"tmax",0.195508844255195,0.198058605967332,0.1,"SP785"
"Melocichla mentalis","bird","Passeriformes","Macrosphenidae",6,"tmax",-0.877405134258389,-1.36438035508587,0.333333333333333,"SP786"
"Melospiza georgiana","bird","Passeriformes","Passerellidae",40,"tmax",-0.00343711861261949,-0.00343713214784144,0.027027027027027,"SP787"
"Melospiza lincolnii","bird","Passeriformes","Passerellidae",57,"tmax",-0.429745886272984,-0.459584965258334,0.0185185185185185,"SP788"
"Melospiza melodia","bird","Passeriformes","Passerellidae",123,"tmax",-0.171978214164027,-0.173704457965859,0.00833333333333333,"SP789"
"Kieneria crissalis","bird","Passeriformes","Passerellidae",35,"tmax",-0.221121470650235,-0.224834925763685,0.03125,"SP790"
"Kieneria fusca","bird","Passeriformes","Passerellidae",19,"tmax",-0.4166208542357,-0.443596161889631,0.0625,"SP791"
"Merganetta armata","bird","Anseriformes","Anatidae",9,"tmax",-0.323535456367405,-0.335590888201728,0.166666666666667,"SP792"
"Mergus merganser","bird","Anseriformes","Anatidae",19,"tmax",-0.0907196717242548,-0.0909697840329282,0.0625,"SP793"
"Mergus serrator","bird","Anseriformes","Anatidae",14,"tmax",-0.445665373587748,-0.479278218759593,0.0909090909090909,"SP794"
"Merops hirundineus","bird","Coraciiformes","Meropidae",7,"tmax",-0.166604414890006,-0.168172088594976,0.25,"SP795"
"Merops pusillus","bird","Coraciiformes","Meropidae",10,"tmax",0.0138346671035456,0.0138355498475231,0.142857142857143,"SP796"
"Metallura phoebe","bird","Apodiformes","Trochilidae",8,"tmax",-0.575370321457345,-0.655514101939771,0.2,"SP797"
"Metallura tyrianthina","bird","Apodiformes","Trochilidae",22,"tmax",-0.0980403784748603,-0.0983563211965751,0.0526315789473684,"SP798"
"Metriopelia melanoptera","bird","Columbiformes","Columbidae",6,"tmax",-0.341219905079531,-0.355472536013715,0.333333333333333,"SP799"
"Micrastur ruficollis","bird","Falconiformes","Falconidae",11,"tmax",0.198807571695526,0.201490749090815,0.125,"SP800"
"Microcerculus marginatus","bird","Passeriformes","Troglodytidae",11,"tmax",0.386281095424388,0.407421478277714,0.125,"SP801"
"Microeca papuana","bird","Passeriformes","Petroicidae",11,"tmax",0.0748862825615851,0.0750267417875895,0.125,"SP802"
"Mimus gilvus","bird","Passeriformes","Mimidae",5,"tmax",-0.0309386347351506,-0.030948511886385,0.5,"SP803"
"Mimus longicaudatus","bird","Passeriformes","Mimidae",6,"tmax",-0.696374975650309,-0.860227709264326,0.333333333333333,"SP804"
"Mimus polyglottos","bird","Passeriformes","Mimidae",44,"tmax",-0.0846959873702729,-0.0848993832043962,0.024390243902439,"SP805"
"Mimus saturninus","bird","Passeriformes","Mimidae",8,"tmax",-0.301048260927141,-0.310671938021884,0.2,"SP806"
"Siva cyanouroptera","bird","Passeriformes","Leiotrichidae",6,"tmax",0.120782704018642,0.121375243890882,0.333333333333333,"SP807"
"Minla ignotincta","bird","Passeriformes","Leiotrichidae",5,"tmax",0.488192432171885,0.533684409710517,0.5,"SP808"
"Mionectes macconnelli","bird","Passeriformes","Tyrannidae",13,"tmax",0.0870941934841662,0.0873154159192572,0.1,"SP809"
"Mionectes oleagineus","bird","Passeriformes","Tyrannidae",34,"tmax",0.0195371700475523,0.0195396564028728,0.032258064516129,"SP810"
"Mionectes olivaceus","bird","Passeriformes","Tyrannidae",8,"tmax",-0.210675697645609,-0.213878322268977,0.2,"SP811"
"Mionectes striaticollis","bird","Passeriformes","Tyrannidae",25,"tmax",0.247675148897232,0.252934502083306,0.0454545454545455,"SP812"
"Calendulauda africanoides","bird","Passeriformes","Alaudidae",6,"tmax",-0.057259376756298,-0.0573220777023959,0.333333333333333,"SP813"
"Mniotilta varia","bird","Passeriformes","Parulidae",56,"tmax",-0.289078098060719,-0.297560003997172,0.0188679245283019,"SP814"
"Molothrus aeneus","bird","Passeriformes","Icteridae",7,"tmax",0.615779266968734,0.718177712244062,0.25,"SP815"
"Molothrus ater","bird","Passeriformes","Icteridae",72,"tmax",-0.270379272773403,-0.277272963731688,0.0144927536231884,"SP816"
"Molothrus badius","bird","Passeriformes","Icteridae",6,"tmax",-0.801371069947204,-1.10243247425208,0.333333333333333,"SP817"
"Molothrus bonariensis","bird","Passeriformes","Icteridae",11,"tmax",-0.590384627598802,-0.678256283406479,0.125,"SP818"
"Momotus momota","bird","Coraciiformes","Momotidae",20,"tmax",0.371970070165228,0.390707584497198,0.0588235294117647,"SP819"
"Symposiachrus axillaris","bird","Passeriformes","Monarchidae",8,"tmax",0.377726399671584,0.397405007533062,0.2,"SP820"
"Monarcha cinerascens","bird","Passeriformes","Monarchidae",5,"tmax",0.32935324150873,0.342102630204208,0.5,"SP821"
"Symposiachrus guttula","bird","Passeriformes","Monarchidae",17,"tmax",-0.0103567994111476,-0.0103571697364547,0.0714285714285714,"SP822"
"Monarcha trivirgatus","bird","Passeriformes","Monarchidae",12,"tmax",0.201460786857386,0.204254671432556,0.111111111111111,"SP823"
"Montifringilla nivalis","bird","Passeriformes","Passeridae",5,"tmax",0.052149482177032,0.0521968341634519,0.5,"SP824"
"Motacilla alba","bird","Passeriformes","Motacillidae",15,"tmax",-0.279518476190899,-0.287159662058928,0.0833333333333333,"SP825"
"Motacilla cinerea","bird","Passeriformes","Motacillidae",27,"tmax",-0.0963706809514762,-0.0966706959368244,0.0416666666666667,"SP826"
"Motacilla flava","bird","Passeriformes","Motacillidae",7,"tmax",-0.255089396305582,-0.260848932503235,0.25,"SP827"
"Muscicapa adusta","bird","Passeriformes","Muscicapidae",7,"tmax",-0.595310698924054,-0.685852088479606,0.25,"SP828"
"Muscicapa caerulescens","bird","Passeriformes","Muscicapidae",7,"tmax",-0.596466836994042,-0.687644783460755,0.25,"SP829"
"Muscicapa muttui","bird","Passeriformes","Muscicapidae",5,"tmax",0.853853019420051,1.27020431691081,0.5,"SP830"
"Muscicapa striata","bird","Passeriformes","Muscicapidae",16,"tmax",0.0613771211256988,0.0614543680959768,0.0769230769230769,"SP831"
"Muscisaxicola griseus","bird","Passeriformes","Tyrannidae",5,"tmax",-0.426879852793599,-0.45607502127462,0.5,"SP832"
"Muscisaxicola maculirostris","bird","Passeriformes","Tyrannidae",5,"tmax",-0.71108083300724,-0.889366782955395,0.5,"SP833"
"Muscisaxicola rufivertex","bird","Passeriformes","Tyrannidae",6,"tmax",-0.314285714285714,-0.325293783070575,0.333333333333333,"SP834"
"Myadestes occidentalis","bird","Passeriformes","Turdidae",6,"tmax",-0.232703275271552,-0.23704561546827,0.333333333333333,"SP835"
"Myadestes ralloides","bird","Passeriformes","Turdidae",12,"tmax",-0.234984043940181,-0.239458318944284,0.111111111111111,"SP836"
"Myadestes townsendi","bird","Passeriformes","Turdidae",38,"tmax",-0.138350655976075,-0.139243653172233,0.0285714285714286,"SP837"
"Myadestes unicolor","bird","Passeriformes","Turdidae",9,"tmax",-0.152361484318801,-0.153557157137112,0.166666666666667,"SP838"
"Myiagra alecto","bird","Passeriformes","Monarchidae",12,"tmax",-0.528516654037431,-0.588084628444996,0.111111111111111,"SP839"
"Myiagra azureocapilla","bird","Passeriformes","Monarchidae",5,"tmax",-0.54667498205009,-0.61362669286351,0.5,"SP840"
"Myiagra vanikorensis","bird","Passeriformes","Monarchidae",7,"tmax",0.282480838236787,0.290375991209985,0.25,"SP841"
"Myiarchus cephalotes","bird","Passeriformes","Tyrannidae",5,"tmax",0.389121956900716,0.410764901862365,0.5,"SP842"
"Myiarchus cinerascens","bird","Passeriformes","Tyrannidae",21,"tmax",-0.208291378804971,-0.211384567719365,0.0555555555555556,"SP843"
"Myiarchus crinitus","bird","Passeriformes","Tyrannidae",22,"tmax",-0.0981516144711962,-0.0984686379979017,0.0526315789473684,"SP844"
"Myiarchus ferox","bird","Passeriformes","Tyrannidae",10,"tmax",-0.253455944857641,-0.259102570220496,0.142857142857143,"SP845"
"Myiarchus stolidus","bird","Passeriformes","Tyrannidae",5,"tmax",-0.57190230665802,-0.650345200079388,0.5,"SP846"
"Myiarchus swainsoni","bird","Passeriformes","Tyrannidae",17,"tmax",-0.614473896083199,-0.716077758247303,0.0714285714285714,"SP847"
"Myiarchus tuberculifer","bird","Passeriformes","Tyrannidae",21,"tmax",-0.136531775335998,-0.137389751618636,0.0555555555555556,"SP848"
"Myiarchus tyrannulus","bird","Passeriformes","Tyrannidae",23,"tmax",-0.013586259503404,-0.0135870955424567,0.05,"SP849"
"Myiobius barbatus","bird","Passeriformes","Tyrannidae",15,"tmax",-0.378333279666242,-0.398113075057949,0.0833333333333333,"SP850"
"Myiobius sulphureipygius","bird","Passeriformes","Tyrannidae",7,"tmax",-0.622313552958703,-0.728772091168231,0.25,"SP851"
"Myiobius villosus","bird","Passeriformes","Tyrannidae",5,"tmax",0.416183578083615,0.443067162006058,0.5,"SP852"
"Myioborus melanocephalus","bird","Passeriformes","Parulidae",15,"tmax",0.27118920542475,0.278146983135744,0.0833333333333333,"SP853"
"Myioborus miniatus","bird","Passeriformes","Parulidae",30,"tmax",-0.0469482142040696,-0.0469827532907111,0.037037037037037,"SP854"
"Myiodynastes maculatus","bird","Passeriformes","Tyrannidae",14,"tmax",0.234581226245362,0.239032001388435,0.0909090909090909,"SP855"
"Myiomela leucura","bird","Passeriformes","Muscicapidae",6,"tmax",0.0155203139540783,0.0155215603127102,0.333333333333333,"SP856"
"Myiopagis gaimardii","bird","Passeriformes","Tyrannidae",5,"tmax",0,0,0.5,"SP857"
"Myiopagis viridicata","bird","Passeriformes","Tyrannidae",10,"tmax",-0.261852310389739,-0.268096041016765,0.142857142857143,"SP858"
"Myiophobus fasciatus","bird","Passeriformes","Tyrannidae",16,"tmax",-0.387266353538309,-0.408580052151715,0.0769230769230769,"SP859"
"Myiotheretes striaticollis","bird","Passeriformes","Tyrannidae",5,"tmax",-0.132812640253587,-0.133601913326087,0.5,"SP860"
"Myiothlypis coronata","bird","Passeriformes","Parulidae",15,"tmax",0.394235756894859,0.416805413509911,0.0833333333333333,"SP861"
"Basileuterus fulvicauda","bird","Passeriformes","Parulidae",5,"tmax",-0.196507734628239,-0.199097406372534,0.5,"SP862"
"Basileuterus leucoblepharus","bird","Passeriformes","Parulidae",10,"tmax",-0.0412788132382274,-0.0413022827834826,0.142857142857143,"SP863"
"Basileuterus luteoviridis","bird","Passeriformes","Parulidae",13,"tmax",-0.0743954174355454,-0.0745331265945695,0.1,"SP864"
"Myiothlypis nigrocristata","bird","Passeriformes","Parulidae",10,"tmax",-0.139357794405991,-0.140270591577444,0.142857142857143,"SP865"
"Myiozetetes cayanensis","bird","Passeriformes","Tyrannidae",5,"tmax",0.620153054273574,0.725253752264714,0.5,"SP866"
"Myiozetetes similis","bird","Passeriformes","Tyrannidae",7,"tmax",-0.169030728656592,-0.17066871557845,0.25,"SP867"
"Myrmeciza ferruginea","bird","Passeriformes","Thamnophilidae",6,"tmax",-0.180360754144102,-0.182355547605147,0.333333333333333,"SP868"
"Myrmeciza hemimelaena","bird","Passeriformes","Thamnophilidae",6,"tmax",-0.19073949697138,-0.193104473842641,0.333333333333333,"SP869"
"Myrmoborus leucophrys","bird","Passeriformes","Thamnophilidae",6,"tmax",-0.880878740094813,-1.3796761982355,0.333333333333333,"SP870"
"Myrmoborus myotherinus","bird","Passeriformes","Thamnophilidae",8,"tmax",0.74182064937342,0.954515847250709,0.2,"SP871"
"Myrmorchilus strigilatus","bird","Passeriformes","Thamnophilidae",6,"tmax",-0.142857142857143,-0.14384103622589,0.333333333333333,"SP872"
"Myrmornis torquata","bird","Passeriformes","Thamnophilidae",5,"tmax",0.211560716561181,0.214804627512223,0.5,"SP873"
"Myrmotherula axillaris","bird","Passeriformes","Thamnophilidae",17,"tmax",0.57865567277158,0.660439272514755,0.0714285714285714,"SP874"
"Myrmotherula longipennis","bird","Passeriformes","Thamnophilidae",8,"tmax",-0.660977482719019,-0.794547512614263,0.2,"SP875"
"Myrmotherula menetriesii","bird","Passeriformes","Thamnophilidae",5,"tmax",-0.7911818375868,-1.07458354423407,0.5,"SP876"
