"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","sd.tavg","sd.tmax","sd.npp","sd.npp.sd","rng.tavg","rng.tmax","rng.npp","rng.npp.sd","SPID","migratory"
"Melanitta perspicillata","bird","Anseriformes","Anatidae",12,"tavg",-0.529405334572811,-0.589318564037803,0.111111111111111,6.78498818849429,7.19748632773294,0.88763351956855,0.685144408759119,24.5816745758057,26.0003554821014,2.68357354402542,1.8196564912796,"SP772","migratory"
"Melanocharis nigra","bird","Passeriformes","Melanocharitidae",15,"tavg",-0.394704197209159,-0.417360178991596,0.0833333333333333,2.07236185605584,2.03751269431947,0.579892228006442,0.217932881440473,6.0889167785645,6.3107509613037,1.84234046936035,0.722094357013702,"SP773","resident"
"Melanocharis striativentris","bird","Passeriformes","Melanocharitidae",5,"tavg",0.487154483280265,0.53232258373475,0.5,3.5882095639669,3.03271422820659,0.316578204349028,0.194321749549026,9.0250873565673,7.3538341522217,0.85557532310486,0.446392357349396,"SP774","resident"
"Melanocharis versteri","bird","Passeriformes","Melanocharitidae",15,"tavg",-0.492619274309283,-0.539513048917327,0.0833333333333333,4.49012358361886,4.12282746060679,0.618052924699644,0.169584909198869,13.6859998703003,12.4950008392334,2.10841798782348,0.647706925868988,"SP775","resident"
"Melanotis hypoleucus","bird","Passeriformes","Mimidae",5,"tavg",-0.090089164787271,-0.0903340815035836,0.5,3.235894553332,3.48093739659502,0.674867852515462,0.0855424441157491,8.2727499008179,8.718334197998,1.65745139122009,0.222543179988861,"SP776","resident"
"Meleagris gallopavo","bird","Galliformes","Phasianidae",22,"tavg",0.447747258852345,0.481879103416167,0.0526315789473684,4.77371773814355,5.1369904599308,0.74504814122393,0.416994927521449,17.5784993171691,17.6326665878296,3.06958964467048,1.6106171309948,"SP777","resident"
"Melidectes torquatus","bird","Passeriformes","Meliphagidae",7,"tavg",-0.047330588557435,-0.0473659792240102,0.25,3.28915273118207,2.83311385293615,0.621439938310451,0.205055730469668,9.8233375549316,8.015417098999,1.8415379524231,0.604790151119232,"SP778","resident"
"Melidora macrorrhina","bird","Coraciiformes","Alcedinidae",5,"tavg",-0.0438529009653513,-0.0438810442795023,0.5,1.44659992430471,1.1410575881272,0.468920193711728,0.237374699711472,3.6067504882812,2.476749420166,1.06363677978515,0.479394495487211,"SP779","resident"
"Melierax canorus","bird","Accipitriformes","Accipitridae",5,"tavg",0.506418008071902,0.557900471424803,0.5,5.29814120856484,4.72370813559948,0.107147127059877,0.0985000718026193,12.6973323822021,11.7842502593995,0.276590600609779,0.249790094792843,"SP780","resident"
"Melilestes megarhynchus","bird","Passeriformes","Meliphagidae",20,"tavg",0.0149056988644211,0.0149068029269606,0.0588235294117647,1.98116538752887,1.8440876986755,0.624167399368647,0.210980337590017,6.4176673889161,6.7023334503173,1.93602895736694,0.765011131763458,"SP781","resident"
"Meliphaga analoga","bird","Passeriformes","Meliphagidae",8,"tavg",0.25594183497157,0.261760912820431,0.2,2.05092063416148,2.18578609652302,0.639970857750629,0.226641784354361,5.9476661682129,6.3107509613037,1.83201122283936,0.602626383304592,"SP782","resident"
"Meliphaga aruensis","bird","Passeriformes","Meliphagidae",13,"tavg",0.0413459541859522,0.0413695385174716,0.1,1.97611909319997,2.0126089526551,0.528755851899091,0.224597159715565,5.9476661682129,6.3107509613037,1.83201122283936,0.673120319843288,"SP783","resident"
"Meliphaga lewinii","bird","Passeriformes","Meliphagidae",12,"tavg",-0.48519990435546,-0.529762998196419,0.111111111111111,1.71889680455025,1.3391677463256,0.916178389778334,0.243864811535902,6.3769769668579,5.3694858551025,3.04383850097657,0.846187412738797,"SP784","resident"
"Melipotes fumigatus","bird","Passeriformes","Meliphagidae",13,"tavg",0.138762916265589,0.139663982952127,0.1,4.01897729069302,3.53763887406507,0.409622891624155,0.164860197329191,11.2789163589478,9.9544181823731,1.3657681941986,0.53794264793396,"SP785","resident"
"Melocichla mentalis","bird","Passeriformes","Macrosphenidae",6,"tavg",-0.877405134258389,-1.36438035508587,0.333333333333333,2.58281382171851,2.57644030430035,0.697946581169932,0.202762347409081,6.1389980316162,6.0120830535888,1.54878890514374,0.608235836029056,"SP786","resident"
"Melospiza georgiana","bird","Passeriformes","Passerellidae",40,"tavg",-0.0291655296386889,-0.0291738035351114,0.027027027027027,4.36679401299445,4.79001051527555,0.587664121216997,0.499795409915041,19.5031666755676,23.1340005397796,2.16290679574012,2.1869240552187,"SP787","migratory"
"Melospiza lincolnii","bird","Passeriformes","Passerellidae",57,"tavg",-0.404397697953895,-0.428895319618044,0.0185185185185185,6.91146940008107,7.50312578885643,64.8771320406325,224.920639041946,28.324583530426,32.7155826687813,490.944532245397,1699.01674866676,"SP788","migratory"
"Melospiza melodia","bird","Passeriformes","Passerellidae",123,"tavg",-0.174529310796927,-0.176334501877947,0.00833333333333333,3.83347930573335,4.48017441850533,0.740399410892575,0.563114270310998,26.7088842391967,29.1406727135181,3.3477329313755,2.31125546991825,"SP789","migratory"
"Kieneria crissalis","bird","Passeriformes","Passerellidae",35,"tavg",-0.391250549584225,-0.413275763015069,0.03125,1.97131221402506,2.42093555889028,0.872685785739338,0.401015861457465,9.82800006866453,10.9483337402343,3.71339297294616,1.6680534183979,"SP790","resident"
"Kieneria fusca","bird","Passeriformes","Passerellidae",19,"tavg",-0.406492308159315,-0.431401992516061,0.0625,3.54500532819922,3.41265244002221,0.93603958449724,0.383509463650846,12.3308324813843,11.8560829162598,3.45326386392117,1.35788840055466,"SP791","resident"
"Merganetta armata","bird","Anseriformes","Anatidae",9,"tavg",-0.430041486996068,-0.459947580371205,0.166666666666667,5.3667380299434,4.67970928419975,0.670532730829705,0.394437364572843,14.3130006790161,12.2625007629394,1.74973154067993,1.10539171099663,"SP792","resident"
"Mergus merganser","bird","Anseriformes","Anatidae",19,"tavg",-0.0654495272708774,-0.0655432222870203,0.0625,5.23509895616442,5.97532546650275,0.671967490914778,0.547254921916971,21.1354155540466,22.8752496242523,2.12240520119667,1.82914008200169,"SP793","migratory"
"Mergus serrator","bird","Anseriformes","Anatidae",14,"tavg",-0.419360278640763,-0.446915538753781,0.0909090909090909,3.52698333351356,4.2436147771149,0.641718608892051,0.504694770994495,11.6769995689392,14.7858333587646,2.57446366548538,2.15089705586434,"SP794","migratory"
"Merops hirundineus","bird","Coraciiformes","Meropidae",7,"tavg",-0.601650800210211,-0.695730559729214,0.25,1.01805979844288,0.666354980626582,0.63895962799861,0.406716284248121,2.5885009765625,2.095666885376,1.46916708350182,0.875954270362858,"SP795","nomadic"
"Merops pusillus","bird","Coraciiformes","Meropidae",10,"tavg",0.231738817131663,0.236026182672142,0.142857142857143,2.96977380032846,1.95916863080828,0.447883087647659,0.267852413773256,8.269832611084,6.460334777832,1.432257771492,0.684942126274105,"SP796","resident"
"Metallura phoebe","bird","Apodiformes","Trochilidae",8,"tavg",-0.575370321457345,-0.655514101939771,0.2,4.66203558854165,4.35198744117195,0.322989246829125,0.124204168068498,13.5955839157104,12.7125825881958,0.754794895648955,0.314348593354225,"SP797","resident"
"Metallura tyrianthina","bird","Apodiformes","Trochilidae",22,"tavg",-0.168219645678656,-0.16983389487882,0.0526315789473684,3.09348772287299,2.98392177892676,0.933747075757944,0.414725312414873,12.658166885376,12.5305824279785,3.77290862798691,1.54567208886146,"SP798","resident"
"Metriopelia melanoptera","bird","Columbiformes","Columbidae",6,"tavg",-0.330528314274922,-0.343421249277668,0.333333333333333,2.56085421981469,2.87826821395569,0.365263504918835,0.126231988552132,6.63775038719177,6.9724168777466,0.923736274242404,0.270958170294762,"SP799","migratory"
"Micrastur ruficollis","bird","Falconiformes","Falconidae",11,"tavg",0.248433229081541,0.253742285970415,0.125,2.49062449286503,2.80491991138448,0.867279834349408,0.242148312414731,7.1536655426025,9.0782508850097,2.94383466243743,0.72295987606048,"SP800","resident"
"Microcerculus marginatus","bird","Passeriformes","Troglodytidae",11,"tavg",0.623573785230792,0.730831493716434,0.125,2.06182891652135,1.90886008003058,0.807543983405179,0.253460718786134,7.2065010070801,6.7311668395996,3.11868405342102,0.978427767753604,"SP801","resident"
"Microeca papuana","bird","Passeriformes","Petroicidae",11,"tavg",0.0383680745510234,0.0383869185291989,0.125,4.61107941208367,4.18358134691322,0.646181336949093,0.16878325135837,13.6859998703003,12.4950008392334,2.10841798782348,0.564124405384068,"SP802","resident"
"Mimus gilvus","bird","Passeriformes","Mimidae",5,"tavg",0.9999999,8.40562139102231,0.5,0.6719696624679,0.529888042007888,1.09169650663323,0.274227448950953,1.8365001678467,1.1770935058594,2.53292226791382,0.749067187309267,"SP803","resident"
"Mimus longicaudatus","bird","Passeriformes","Mimidae",6,"tavg",-0.568427038047786,-0.645195962091157,0.333333333333333,5.9020793501495,5.61183248736883,0.391910875299374,0.16986584536547,15.6823334693909,14.9726667404175,0.996686667203899,0.448425643146038,"SP804","resident"
"Mimus polyglottos","bird","Passeriformes","Mimidae",44,"tavg",-0.115959676862981,-0.116483667219774,0.024390243902439,5.9907405172185,6.25311533670528,0.941316032864178,0.455350820031237,29.1103792190552,28.8129947185516,3.30162584781647,1.60178913176059,"SP805","resident"
"Mimus saturninus","bird","Passeriformes","Mimidae",8,"tavg",-0.232545503538039,-0.236878817617673,0.2,5.08206412019842,4.44903040240572,0.446854382529509,0.2434864889983,16.0660820007324,12.9202499389649,1.47695690393447,0.805110141634941,"SP806","resident"
"Siva cyanouroptera","bird","Passeriformes","Leiotrichidae",6,"tavg",0.120782704018642,0.121375243890882,0.333333333333333,1.65951743859127,2.53078711321524,1.02035286039221,0.11593642141837,3.5380840301514,5.3693332672119,2.35569131374359,0.33414947986603,"SP807","resident"
"Minla ignotincta","bird","Passeriformes","Leiotrichidae",5,"tavg",0.488192432171885,0.533684409710517,0.5,4.97575257251325,7.1295188642545,1.01751263199835,0.172478839141728,12.3386659622193,17.422082901001,2.36219155788421,0.40965855121612,"SP808","resident"
"Mionectes macconnelli","bird","Passeriformes","Tyrannidae",13,"tavg",0.0979136263731653,0.0982283405453359,0.1,2.28844592830791,2.00123811136362,0.571652430441205,0.24453437023109,7.6595001220703,5.96875,2.26859545707703,0.810352087020869,"SP809","resident"
"Mionectes oleagineus","bird","Passeriformes","Tyrannidae",34,"tavg",0.0785411081320409,0.0787032075153152,0.032258064516129,1.73551372671274,1.4580038463403,0.720160784750834,0.277235495629462,7.1110000610351,6.7853336334228,3.82771372795105,1.37457427382469,"SP810","resident"
"Mionectes olivaceus","bird","Passeriformes","Tyrannidae",8,"tavg",-0.0786606913661941,-0.0788235341397071,0.2,2.66848371797939,2.5880655671654,0.980195630212488,0.20900677193356,7.2990837097168,7.9325008392334,2.44964241981507,0.59289693832397,"SP811","resident"
"Mionectes striaticollis","bird","Passeriformes","Tyrannidae",25,"tavg",0.212552592420917,0.215843206310199,0.0454545454545455,3.55013960507799,3.38029728609526,0.994432976965166,0.354085595403843,12.9757490158082,12.0025825500488,3.83464813232422,1.38276904821395,"SP812","resident"
"Calendulauda africanoides","bird","Passeriformes","Alaudidae",6,"tavg",-0.057259376756298,-0.0573220777023959,0.333333333333333,1.96131319046036,1.89902670157992,0.292452806216768,0.222339213314943,4.5006675720214,4.4565010070801,0.848562091588978,0.581867456436157,"SP813","resident"
"Mniotilta varia","bird","Passeriformes","Parulidae",56,"tavg",-0.259000463488122,-0.265036701189161,0.0188679245283019,6.92656156041125,7.01798447852409,0.975589519098564,0.604612368819595,26.7981662154198,25.6433558464051,4.77080623805523,2.16375783085823,"SP814","migratory"
"Molothrus aeneus","bird","Passeriformes","Icteridae",7,"tavg",0.432127952936349,0.462510286023991,0.25,3.71658783680274,2.46128661978372,0.747986853535299,0.341141641267714,11.9435005187988,6.5685005187988,2.25483179092407,0.935877114534376,"SP815","migratory"
"Molothrus ater","bird","Passeriformes","Icteridae",72,"tavg",-0.24416810013988,-0.249201698063592,0.0144927536231884,5.22849112050558,5.70780350414577,0.648978423348627,0.561204533591284,24.067360162735,27.1081881523133,2.83918533474206,2.30316640436649,"SP816","migratory"
"Molothrus badius","bird","Passeriformes","Icteridae",6,"tavg",-0.801371069947204,-1.10243247425208,0.333333333333333,3.58502364984251,3.25176472526219,0.666651896190117,0.223195179772168,9.5692510604859,9.0574169158935,1.92505484819412,0.57834714651108,"SP817","resident"
"Molothrus bonariensis","bird","Passeriformes","Icteridae",11,"tavg",-0.590384627598802,-0.678256283406479,0.125,5.20514827632185,4.89586890242484,0.858106831292201,0.478908519205126,17.1473379135132,16.4427442550659,2.83442190289497,1.63199882954359,"SP818","migratory"
"Momotus momota","bird","Coraciiformes","Momotidae",20,"tavg",0.547719792967575,0.615118055325203,0.0588235294117647,1.86225043193425,1.83294297168077,0.837402853151688,0.337529548681614,6.4079990386963,7.6274986267089,3.00333702564239,1.32517212629318,"SP819","resident"
"Symposiachrus axillaris","bird","Passeriformes","Monarchidae",8,"tavg",0.367803430382357,0.38588051147661,0.2,2.57878308137355,2.28372004930315,0.635392058053097,0.246244855551925,6.3642501831055,5.8735008239746,1.80265474319458,0.765011131763458,"SP820","resident"
"Monarcha cinerascens","bird","Passeriformes","Monarchidae",5,"tavg",-0.202732689712984,-0.20558073503457,0.5,1.5226779064555,1.28677075691408,0.601481716036505,0.197584059367578,3.8344173431396,3.419584274292,1.60543620586395,0.518145322799683,"SP821","resident"
"Symposiachrus guttula","bird","Passeriformes","Monarchidae",17,"tavg",-0.02519654895868,-0.0252018831354711,0.0714285714285714,1.48633071737006,1.34364647830277,0.777911898486283,0.228346531320742,4.1249160766602,4.9331665039062,2.91416227817535,0.821493148803707,"SP822","resident"
"Monarcha trivirgatus","bird","Passeriformes","Monarchidae",12,"tavg",0.186750817264068,0.188968442835692,0.111111111111111,2.07243074748648,1.83402201941536,1.26724507684617,0.308166192967774,7.8051662445068,6.8156661987305,4.42530471086502,1.09716892242431,"SP823","migratory"
"Montifringilla nivalis","bird","Passeriformes","Passeridae",5,"tavg",0.052149482177032,0.0521968341634519,0.5,4.54792115955802,4.70552933850633,0.309924446318034,0.359697666421348,11.1538333892822,11.4340835809707,0.70370066165924,0.831003457307818,"SP824","resident"
"Motacilla alba","bird","Passeriformes","Motacillidae",15,"tavg",-0.280372578757943,-0.288086392067338,0.0833333333333333,8.01139661809174,8.7042547732364,0.578797224236467,0.407131746103113,25.5247496366501,26.7899184226989,1.84334075450897,1.44934622943401,"SP825","migratory"
"Motacilla cinerea","bird","Passeriformes","Motacillidae",27,"tavg",-0.0642767564495856,-0.0643654963679732,0.0416666666666667,9.6154567311504,8.92109901672481,131.090551140793,453.09353122954,31.1926398277282,28.9298343658447,492.860633730888,1698.81068281829,"SP826","migratory"
"Motacilla flava","bird","Passeriformes","Motacillidae",7,"tavg",-0.255089396305582,-0.260848932503235,0.25,7.00624152473819,6.63550399846069,0.470816795970846,0.222307540590996,20.3788342475891,18.4692516326904,1.46728540211916,0.654384553432464,"SP827","migratory"
"Muscicapa adusta","bird","Passeriformes","Muscicapidae",7,"tavg",-0.80022943558698,-1.09924993493776,0.25,2.2985029476801,2.08723288043787,0.553836053010831,0.197528414836154,6.2029170989991,5.2881660461425,1.69058418273926,0.576863646507263,"SP828","resident"
"Muscicapa caerulescens","bird","Passeriformes","Muscicapidae",7,"tavg",-0.77954687412865,-1.04421447728832,0.25,2.24995236910536,1.0978908461858,0.792714297525786,0.277388428871479,5.8230838775635,2.7786674499511,2.5511337518692,0.650153994560245,"SP829","resident"
"Muscicapa muttui","bird","Passeriformes","Muscicapidae",5,"tavg",0.9999999,8.40562139102231,0.5,5.52309836669143,7.09758736707796,0.688212376146927,0.298881555248334,12.3759994506836,16.7255020141601,1.82818222045899,0.752766430377956,"SP830","migratory"
"Muscicapa striata","bird","Passeriformes","Muscicapidae",16,"tavg",0.108685143594259,0.109116148802049,0.0769230769230769,7.56044695849012,8.08078681805487,0.83070923869206,0.673661597079615,24.8680827617645,24.6270828247071,2.49465764313936,2.16339421272278,"SP831","migratory"
"Muscisaxicola griseus","bird","Passeriformes","Tyrannidae",5,"tavg",-0.2229140228505,-0.226720418031921,0.5,4.56331813385693,4.37258569998788,0.413644577369178,0.0843295999739799,11.3492503166199,10.8334999084473,1.06055784225463,0.216905146837235,"SP832","resident"
"Muscisaxicola maculirostris","bird","Passeriformes","Tyrannidae",5,"tavg",-0.652174861163305,-0.779073958878301,0.5,2.61742514589002,2.59968165787369,0.336743329722657,0.149335529688314,5.99699974060054,6.5017490386963,0.754794895648955,0.346925020217895,"SP833","migratory"
"Muscisaxicola rufivertex","bird","Passeriformes","Tyrannidae",6,"tavg",-0.314285714285714,-0.325293783070575,0.333333333333333,2.48733811927858,2.11038488885125,0.112643390998213,0.0948310297692899,7.1240000724793,6.4435844421387,0.275524735450745,0.263791456818581,"SP834","resident"
"Myadestes occidentalis","bird","Passeriformes","Turdidae",6,"tavg",-0.07166669798409,-0.0717897736342713,0.333333333333333,3.20572530902121,3.17947941434739,0.870422858430215,0.217271615714374,8.5462493896484,8.0165004730225,2.34850668907166,0.648082613945012,"SP835","resident"
"Myadestes ralloides","bird","Passeriformes","Turdidae",12,"tavg",-0.223330712280212,-0.227158938597763,0.111111111111111,3.55481424529807,3.44544522641341,0.897952693277849,0.278337517064179,12.2665014266968,11.3578319549561,2.75543189048767,0.876850903034206,"SP836","resident"
"Myadestes townsendi","bird","Passeriformes","Turdidae",38,"tavg",-0.0972081732762223,-0.0975161082991988,0.0285714285714286,4.21432048036481,4.72866637720479,0.470537778503138,0.439969535636959,18.2917494773865,19.12633228302,1.75987674295903,1.43507471680641,"SP837","migratory"
"Myadestes unicolor","bird","Passeriformes","Turdidae",9,"tavg",0.015578337454086,0.0155795978451376,0.166666666666667,3.71163038399397,3.83893148005102,0.344070839003855,0.152745326109398,10.4574995040894,10.4568328857422,1.17304944992066,0.440845489501951,"SP838","resident"
"Myiagra alecto","bird","Passeriformes","Monarchidae",12,"tavg",-0.523865556244694,-0.581652627726253,0.111111111111111,0.808699297842285,1.91466565838268,1.04466022534495,0.24191083176099,2.9476165771484,5.2285747528076,3.08144557476044,0.821493148803707,"SP839","resident"
"Myiagra azureocapilla","bird","Passeriformes","Monarchidae",5,"tavg",-0.54862584576936,-0.616413329872052,0.5,0.711282194105782,0.823120471135179,0.183395729717858,0.0595990030957983,1.8576469421386,1.8971614837646,0.4938759803772,0.151231944561005,"SP840","resident"
"Myiagra vanikorensis","bird","Passeriformes","Monarchidae",7,"tavg",0.426108706767161,0.455132418125503,0.25,0.732035920143405,0.409931434753303,0.565804039816457,0.150075530099885,1.9850826263428,1.2236118316651,1.35968875885009,0.407211720943449,"SP841","resident"
"Myiarchus cephalotes","bird","Passeriformes","Tyrannidae",5,"tavg",0.389121956900716,0.410764901862365,0.5,2.57889927895897,2.56961478320225,0.569119884770008,0.225725490492969,6.3132495880127,6.1324996948242,1.46316695213318,0.62240481376648,"SP842","resident"
"Myiarchus cinerascens","bird","Passeriformes","Tyrannidae",21,"tavg",-0.202736477352715,-0.205584685024049,0.0555555555555556,5.08100536543174,4.80325785210618,0.666001393368418,0.299206142182226,16.3870005607605,16.9822492599487,2.54538360238075,1.14597454667091,"SP843","migratory"
"Myiarchus crinitus","bird","Passeriformes","Tyrannidae",22,"tavg",-0.186778889926356,-0.18899753009385,0.0526315789473684,6.16835051702584,6.08163522169041,0.836233132428846,0.608377378946454,22.4960839748382,19.5816659927368,3.56662392616271,2.08163663744927,"SP844","migratory"
"Myiarchus ferox","bird","Passeriformes","Tyrannidae",10,"tavg",-0.104276953623519,-0.10465739699899,0.142857142857143,2.02797662907778,1.35182695923003,0.895028690302551,0.294675178748824,5.0463333129883,3.8900833129883,2.41250932216644,1.16228425502777,"SP845","resident"
"Myiarchus stolidus","bird","Passeriformes","Tyrannidae",5,"tavg",-0.605353233134205,-0.701553995293603,0.5,1.83763709584857,1.85097428490267,0.635897260868321,0.189241130167667,4.369083404541,4.3928337097168,1.67224133014679,0.493223994970322,"SP846","resident"
"Myiarchus swainsoni","bird","Passeriformes","Tyrannidae",17,"tavg",-0.521219329766925,-0.578012440650295,0.0714285714285714,4.21005895692979,3.76362568380883,0.976790955952663,0.390054199995152,12.7254419326782,10.7528610229492,3.08786678314209,1.41850897669792,"SP847","migratory"
"Myiarchus tuberculifer","bird","Passeriformes","Tyrannidae",21,"tavg",-0.109684517087743,-0.110127579985834,0.0555555555555556,5.08476449652816,4.72767125947223,1.09532474612376,0.401612058138342,16.581582069397,15.8331661224365,3.97071981430054,1.33331710100174,"SP848","migratory"
"Myiarchus tyrannulus","bird","Passeriformes","Tyrannidae",23,"tavg",-0.00725011155395328,-0.0072502385898651,0.05,2.80381087390544,2.45334247106553,1.43082085860193,0.269453169953377,11.6095838546753,10.3226661682129,4.10442285239697,0.842024326324467,"SP849","migratory"
"Myiobius barbatus","bird","Passeriformes","Tyrannidae",15,"tavg",-0.351785939317386,-0.367480466399436,0.0833333333333333,2.0267280814382,2.09709802787933,0.67844854013814,0.169154773907178,7.5245838165283,8.0085010528564,2.6127941608429,0.58731138706207,"SP850","resident"
"Myiobius sulphureipygius","bird","Passeriformes","Tyrannidae",7,"tavg",-0.547327840221178,-0.614558296863683,0.25,1.70421320643235,2.29769588149421,1.01824063819483,0.181009305624758,4.8754158020019,7.1594161987305,2.83047461509704,0.468936741352083,"SP851","resident"
"Myiobius villosus","bird","Passeriformes","Tyrannidae",5,"tavg",0.416183578083615,0.443067162006058,0.5,2.26058613551971,2.24652493009945,0.89989636569615,0.208939738415049,6.3132495880127,6.1324996948242,2.04092812538146,0.50858056545257,"SP852","resident"
"Myioborus melanocephalus","bird","Passeriformes","Parulidae",15,"tavg",0.187485694070001,0.189729983694969,0.0833333333333333,3.14315613609935,2.87579957934813,1.04641560670618,0.434606895977145,10.1130828857422,8.6706657409668,3.43946033716202,1.38479739427566,"SP853","resident"
"Myioborus miniatus","bird","Passeriformes","Parulidae",30,"tavg",-0.0964154109821912,-0.0967158454799136,0.037037037037037,3.89834513167857,3.49481510597803,0.845239163171134,0.294336030318913,13.8122491836548,13.4284172058106,3.22501742839814,1.179333537817,"SP854","resident"
"Myiodynastes maculatus","bird","Passeriformes","Tyrannidae",14,"tavg",0.150963735437604,0.152126500689194,0.0909090909090909,4.56519569718608,3.95509935724899,1.24531300447251,0.400577049352367,11.6144170761108,9.9453334808349,4.02477493882179,1.19424346089363,"SP855","migratory"
"Myiomela leucura","bird","Passeriformes","Muscicapidae",6,"tavg",0.266178623721058,0.272746521653878,0.333333333333333,4.25041421175899,5.98082626505569,0.928739391173484,0.247305228117868,12.1698322296143,15.7215003967285,2.43253672122955,0.752766430377956,"SP856","resident"
"Myiopagis gaimardii","bird","Passeriformes","Tyrannidae",5,"tavg",0,0,0.5,1.35341297818755,1.02400422045706,0.67065164096046,0.297051883968727,3.2977504730225,2.4233322143555,1.68149185180664,0.768826961517329,"SP857","resident"
"Myiopagis viridicata","bird","Passeriformes","Tyrannidae",10,"tavg",-0.191469415269358,-0.193862059914487,0.142857142857143,1.93233101488981,1.8593909597352,1.26419365313815,0.2735319930033,6.6489162445068,5.810583114624,3.15726435184479,0.88146394491196,"SP858","resident"
"Myiophobus fasciatus","bird","Passeriformes","Tyrannidae",16,"tavg",-0.47736533000263,-0.519566452834346,0.0769230769230769,3.2679320601683,2.79653115557671,1.40598903709633,0.579745079597561,10.4840002059936,9.5705833435059,4.03053829073905,1.53344079852104,"SP859","migratory"
"Myiotheretes striaticollis","bird","Passeriformes","Tyrannidae",5,"tavg",-0.132812640253587,-0.133601913326087,0.5,2.03438751996289,2.37770070400243,0.583182651818701,0.282826897369341,5.06508350372316,5.9225826263428,1.2143667936325,0.757418841123583,"SP860","resident"
"Myiothlypis coronata","bird","Passeriformes","Parulidae",15,"tavg",0.490188545651372,0.53630848581585,0.0833333333333333,3.43355882954302,3.35582093301065,0.891098027613154,0.415313500229524,10.7509994506836,10.7711658477783,2.76186633110047,1.22566029429436,"SP861","resident"
"Basileuterus fulvicauda","bird","Passeriformes","Parulidae",5,"tavg",-0.196507734628239,-0.199097406372534,0.5,2.86099110071205,2.593459146864,0.601498907158363,0.17124397504387,6.382583618164,6.0305004119873,1.54482793807984,0.42537331581116,"SP862","resident"
"Basileuterus leucoblepharus","bird","Passeriformes","Parulidae",10,"tavg",0.131544481791385,0.1323112044824,0.142857142857143,1.83166755777476,2.18107131973397,0.616391586602519,0.217493789831606,5.7983322143555,7.1005840301514,1.59988319873809,0.671161234378818,"SP863","resident"
"Basileuterus luteoviridis","bird","Passeriformes","Parulidae",13,"tavg",-0.0803900575942403,-0.0805639074295566,0.1,3.04155612743021,2.86183088570901,0.935726838791948,0.362134836059568,9.68141651153566,8.6706657409668,3.13780325651169,1.23134502768516,"SP864","resident"
"Myiothlypis nigrocristata","bird","Passeriformes","Parulidae",10,"tavg",-0.240305096061755,-0.245097881525823,0.142857142857143,3.77587569184959,3.50542806038538,0.869613096205663,0.381351549896112,10.5926656723023,9.4017496109009,2.81418430805207,1.00003927946091,"SP865","resident"
"Myiozetetes cayanensis","bird","Passeriformes","Tyrannidae",5,"tavg",0.060901252096927,0.0609767135854288,0.5,1.3385577752764,0.799408580933303,0.775008135213695,0.52441534280023,2.9642086029053,1.9213333129883,1.86532855033875,1.37457427382469,"SP866","resident"
"Myiozetetes similis","bird","Passeriformes","Tyrannidae",7,"tavg",-0.330027781059832,-0.34285943087781,0.25,1.90530666428621,1.63120445426965,1.01360715636169,0.497118297992347,5.6275844573975,4.6468849182129,2.40339076519013,1.2456824183464,"SP867","migratory"
"Myrmeciza ferruginea","bird","Passeriformes","Thamnophilidae",6,"tavg",-0.180360754144102,-0.182355547605147,0.333333333333333,0.696011105011372,0.592635196478036,0.33176433222611,0.185884583109004,1.8589992523193,1.505916595459,0.89049792289734,0.488226294517515,"SP868","resident"
"Myrmeciza hemimelaena","bird","Passeriformes","Thamnophilidae",6,"tavg",-0.19073949697138,-0.193104473842641,0.333333333333333,2.08248059315429,1.83965883994332,0.517039707626746,0.204757101962337,4.8420829772949,4.1502494812012,1.51834011077881,0.60002052783966,"SP869","resident"
"Myrmoborus leucophrys","bird","Passeriformes","Thamnophilidae",6,"tavg",-0.880878740094813,-1.3796761982355,0.333333333333333,3.18540840464267,2.47892540504261,1.24753288955562,0.364603024165105,8.1965007781983,6.8504161834716,3.46738266944886,0.979643583297725,"SP870","resident"
"Myrmoborus myotherinus","bird","Passeriformes","Thamnophilidae",8,"tavg",0.651051091966739,0.777120936674511,0.2,0.923442635632017,0.917893527907481,0.467005005232008,0.201815226351274,2.8894996643066,2.7722492218018,1.41804647445679,0.66516709327697,"SP871","resident"
"Myrmorchilus strigilatus","bird","Passeriformes","Thamnophilidae",6,"tavg",-0.542857142857143,-0.608197662162247,0.333333333333333,0.752249624961545,0.564997144320092,0.271222699991123,0.0476697448149169,1.9859161376953,1.5385837554931,0.689436972141262,0.124101042747498,"SP872","resident"
"Myrmornis torquata","bird","Passeriformes","Thamnophilidae",5,"tavg",0.0579735396744058,0.0580386193232393,0.5,0.359857580524011,0.307314632978991,0.360162120964682,0.140974801710186,0.815250396728501,0.728000640869201,0.89049792289734,0.388251900672915,"SP873","resident"
"Myrmotherula axillaris","bird","Passeriformes","Thamnophilidae",17,"tavg",0.382717944945221,0.403240153789933,0.0714285714285714,1.1244883627025,1.2347598555697,0.476572697633428,0.214713877409751,4.7894992828369,5.3731670379639,2.29843878746033,0.87350326776504,"SP874","resident"
"Myrmotherula longipennis","bird","Passeriformes","Thamnophilidae",8,"tavg",-0.660977482719019,-0.794547512614263,0.2,1.36405637160287,1.39477667327518,0.518520413137417,0.282426418758536,3.8657493591308,3.9355010986328,1.68149185180664,0.87350326776504,"SP875","resident"
