"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","search_string","dupli","SPID"
"Oena capensis","bird","Columbiformes","Columbidae",13,"tavg",-0.693216496462508,-0.854121476379457,0.1,NA,"Oena capensistavg","SP921"
"Oenanthe deserti","bird","Passeriformes","Muscicapidae",7,"tavg",-0.0453862748833717,-0.0454174773973799,0.25,NA,"Oenanthe desertitavg","SP922"
"Oenanthe isabellina","bird","Passeriformes","Muscicapidae",12,"tavg",-0.218341501426748,-0.22191392261976,0.111111111111111,NA,"Oenanthe isabellinatavg","SP923"
"Oenanthe oenanthe","bird","Passeriformes","Muscicapidae",17,"tavg",-0.516444992578059,-0.571479488102187,0.0714285714285714,NA,"Oenanthe oenanthetavg","SP924"
"Oenanthe pleschanka","bird","Passeriformes","Muscicapidae",5,"tavg",0.477799215732636,0.520128542769385,0.5,NA,"Oenanthe pleschankatavg","SP925"
"Onychorhynchus coronatus","bird","Passeriformes","Tyrannidae",9,"tavg",0.385160232194696,0.406104704669492,0.166666666666667,NA,"Onychorhynchus coronatustavg","SP926"
"Oporornis agilis","bird","Passeriformes","Parulidae",5,"tavg",-0.442992773652888,-0.475948168680724,0.5,NA,"Oporornis agilistavg","SP927"
"Geothlypis formosa","bird","Passeriformes","Parulidae",21,"tavg",-0.16719104311831,-0.16877552548788,0.0555555555555556,"oporornis formosus","Geothlypis formosatavg","SP928"
"Geothlypis philadelphia","bird","Passeriformes","Parulidae",26,"tavg",-0.0582528865598416,-0.0583189128023952,0.0434782608695652,"oporornis philadelphia","Geothlypis philadelphiatavg","SP929"
"Geothlypis tolmiei","bird","Passeriformes","Parulidae",48,"tavg",-0.127125321121554,-0.127816856723318,0.0222222222222222,"oporornis tolmiei","Geothlypis tolmieitavg","SP930"
"Oreomanes fraseri","bird","Passeriformes","Thraupidae",6,"tavg",0.111758644075975,0.112227450642239,0.333333333333333,NA,"Oreomanes fraseritavg","SP931"
"Oreortyx pictus","bird","Galliformes","Odontophoridae",15,"tavg",0.504921982849171,0.555890488322847,0.0833333333333333,NA,"Oreortyx pictustavg","SP932"
"Oreoscoptes montanus","bird","Passeriformes","Mimidae",14,"tavg",0.190672040199213,0.19303447116474,0.0909090909090909,NA,"Oreoscoptes montanustavg","SP933"
"Oreoscopus gutturalis","bird","Passeriformes","Acanthizidae",9,"tavg",0.657297028373574,0.788039579007029,0.166666666666667,NA,"Oreoscopus gutturalistavg","SP934"
"Oreotrochilus estella","bird","Apodiformes","Trochilidae",10,"tavg",-0.00291811813181513,-0.00291812641485157,0.142857142857143,NA,"Oreotrochilus estellatavg","SP935"
"Notiochelidon murina","bird","Passeriformes","Hirundinidae",10,"tavg",0.421766371123762,0.449838655838789,0.142857142857143,"orochelidon murina","Notiochelidon murinatavg","SP936"
"Ortalis motmot","bird","Galliformes","Cracidae",5,"tavg",0.2,0.202732554054082,0.5,NA,"Ortalis motmottavg","SP937"
"Orthonyx spaldingii","bird","Passeriformes","Orthonychidae",5,"tavg",0.224137931034483,0.228008693635498,0.5,NA,"Orthonyx spaldingiitavg","SP938"
"Orthorhyncus cristatus","bird","Apodiformes","Trochilidae",7,"tavg",0.364599588112886,0.382180476238015,0.25,NA,"Orthorhyncus cristatustavg","SP939"
"Orthotomus sericeus","bird","Passeriformes","Cisticolidae",6,"tavg",-0.223699560213252,-0.227547182836306,0.333333333333333,NA,"Orthotomus sericeustavg","SP940"
"Ortygospiza atricollis","bird","Passeriformes","Estrildidae",5,"tavg",-0.200971430342031,-0.203744665838407,0.5,NA,"Ortygospiza atricollistavg","SP941"
"Sporophila angolensis","bird","Passeriformes","Thraupidae",12,"tavg",-0.542725129454199,-0.608010509395399,0.111111111111111,"oryzoborus angolensis","Sporophila angolensistavg","SP942"
"Otus bakkamoena","bird","Strigiformes","Strigidae",5,"tavg",-0.7,-0.867300527694053,0.5,NA,"Otus bakkamoenatavg","SP943"
"Megascops choliba","bird","Strigiformes","Strigidae",7,"tavg",0.380086288922588,0.400160505864753,0.25,"otus choliba","Megascops cholibatavg","SP944"
"Otus flammeolus","bird","Strigiformes","Strigidae",14,"tavg",0.09010989010989,0.0903549764498065,0.0909090909090909,NA,"Otus flammeolustavg","SP945"
"Otus megalotis","bird","Strigiformes","Strigidae",5,"tavg",0.3636529212227,0.381089106802953,0.5,NA,"Otus megalotistavg","SP946"
"Oxyura jamaicensis","bird","Anseriformes","Anatidae",17,"tavg",-0.213185408338028,-0.216506058201453,0.0714285714285714,NA,"Oxyura jamaicensistavg","SP947"
"Pachycephala hyperythra","bird","Passeriformes","Pachycephalidae",5,"tavg",-0.0648712391275909,-0.064962468318203,0.5,NA,"Pachycephala hyperythratavg","SP948"
"Pachycephala melanura","bird","Passeriformes","Pachycephalidae",5,"tavg",-0.051994440240924,-0.0520413706895071,0.5,NA,"Pachycephala melanuratavg","SP949"
"Pachycephala pectoralis","bird","Passeriformes","Pachycephalidae",36,"tavg",0.626923457559559,0.736331227383542,0.0303030303030303,NA,"Pachycephala pectoralistavg","SP950"
"Pachycephala philippinensis","bird","Passeriformes","Pachycephalidae",5,"tavg",0.863373762469519,1.30644748506909,0.5,NA,"Pachycephala philippinensistavg","SP951"
"Pachycephala rufiventris","bird","Passeriformes","Pachycephalidae",8,"tavg",-0.49853209203706,-0.547350844689148,0.2,NA,"Pachycephala rufiventristavg","SP952"
"Pachycephala schlegelii","bird","Passeriformes","Pachycephalidae",9,"tavg",-0.431952605195749,-0.462294696622827,0.166666666666667,NA,"Pachycephala schlegeliitavg","SP953"
"Pachycephala simplex","bird","Passeriformes","Pachycephalidae",8,"tavg",-0.734819372277015,-0.939123685460884,0.2,NA,"Pachycephala simplextavg","SP954"
"Pachycephala soror","bird","Passeriformes","Pachycephalidae",8,"tavg",-0.704481400109258,-0.876142200316776,0.2,NA,"Pachycephala sorortavg","SP955"
"Pachycephalopsis poliosoma","bird","Passeriformes","Petroicidae",5,"tavg",0.614240317237458,0.715702570560945,0.5,NA,"Pachycephalopsis poliosomatavg","SP956"
"Pachyramphus minor","bird","Passeriformes","Tityridae",5,"tavg",-0.6,-0.693147180559945,0.5,NA,"Pachyramphus minortavg","SP957"
"Pachyramphus polychopterus","bird","Passeriformes","Tityridae",13,"tavg",-0.416531302112121,-0.443487806191741,0.1,NA,"Pachyramphus polychopterustavg","SP958"
"Pachyramphus viridis","bird","Passeriformes","Tityridae",7,"tavg",-0.637685354105737,-0.754263066298155,0.25,NA,"Pachyramphus viridistavg","SP959"
"Pandion haliaetus","bird","Accipitriformes","Pandionidae",17,"tavg",0.00860339578374994,0.00860360806309554,0.0714285714285714,NA,"Pandion haliaetustavg","SP960"
"Parkesia noveboracensis","bird","Passeriformes","Parulidae",44,"tavg",0.0546590412852158,0.0547135723831762,0.024390243902439,NA,"Parkesia noveboracensistavg","SP961"
"Paroaria capitata","bird","Passeriformes","Thraupidae",6,"tavg",-0.6,-0.693147180559945,0.333333333333333,NA,"Paroaria capitatatavg","SP962"
"Paroaria coronata","bird","Passeriformes","Thraupidae",5,"tavg",-0.868317348650954,-1.32619930985124,0.5,NA,"Paroaria coronatatavg","SP963"
"Setophaga pitiayumi","bird","Passeriformes","Parulidae",14,"tavg",-0.601740719596715,-0.695871507555041,0.0909090909090909,"parula pitiayumi","Setophaga pitiayumitavg","SP964"
"Poecile carolinensis","bird","Passeriformes","Paridae",44,"tavg",-0.20989283813012,-0.213059243470853,0.024390243902439,"parus carolinensis","Poecile carolinensistavg","SP965"
"Pardaliparus elegans","bird","Passeriformes","Paridae",6,"tavg",0.0751228064785182,0.0752646038418621,0.333333333333333,"parus elegans","Pardaliparus eleganstavg","SP966"
"Poecile gambeli","bird","Passeriformes","Paridae",46,"tavg",-0.111583579003986,-0.112050174863315,0.0232558139534884,"parus gambeli","Poecile gambelitavg","SP967"
"Poecile hudsonicus","bird","Passeriformes","Paridae",10,"tavg",-0.39024524144678,-0.412089301043473,0.142857142857143,"parus hudsonicus","Poecile hudsonicustavg","SP968"
"Parus major","bird","Passeriformes","Paridae",30,"tavg",-0.466869523681048,-0.506059821485512,0.037037037037037,NA,"Parus majortavg","SP969"
"Parus monticolus","bird","Passeriformes","Paridae",9,"tavg",0.0787305930395787,0.0788938714121376,0.166666666666667,NA,"Parus monticolustavg","SP970"
"Machlolophus spilonotus","bird","Passeriformes","Paridae",5,"tavg",-0.901077315057726,-1.47791871377206,0.5,"parus spilonotus","Machlolophus spilonotustavg","SP971"
"Passer domesticus","bird","Passeriformes","Passeridae",120,"tavg",-0.29931251712774,-0.308764299559935,0.00854700854700855,NA,"Passer domesticustavg","SP972"
"Passer griseus","bird","Passeriformes","Passeridae",7,"tavg",0.0828722606873837,0.083062763331645,0.25,NA,"Passer griseustavg","SP973"
"Passer montanus","bird","Passeriformes","Passeridae",27,"tavg",-0.270603030983566,-0.277514385692799,0.0416666666666667,NA,"Passer montanustavg","SP974"
"Passerculus sandwichensis","bird","Passeriformes","Passerellidae",119,"tavg",0.00382517198350837,0.00382519064023537,0.00862068965517241,NA,"Passerculus sandwichensistavg","SP975"
"Passerella iliaca","bird","Passeriformes","Passerellidae",106,"tavg",0.0201661824169432,0.020168916777667,0.00970873786407767,NA,"Passerella iliacatavg","SP976"
"Passerina amoena","bird","Passeriformes","Cardinalidae",28,"tavg",-0.114631889416114,-0.115137991336771,0.04,NA,"Passerina amoenatavg","SP977"
"Passerina caerulea","bird","Passeriformes","Cardinalidae",22,"tavg",0.0109883695226955,0.0109888118156049,0.0526315789473684,NA,"Passerina caeruleatavg","SP978"
"Passerina ciris","bird","Passeriformes","Cardinalidae",31,"tavg",0.011871098576439,0.0118716562604621,0.0357142857142857,NA,"Passerina ciristavg","SP979"
"Passerina cyanea","bird","Passeriformes","Cardinalidae",80,"tavg",-0.032493401251615,-0.0325048442413608,0.012987012987013,NA,"Passerina cyaneatavg","SP980"
"Patagioenas fasciata","bird","Columbiformes","Columbidae",27,"tavg",-0.487914365416099,-0.533319398756376,0.0416666666666667,NA,"Patagioenas fasciatatavg","SP981"
"Patagioenas plumbea","bird","Columbiformes","Columbidae",9,"tavg",-0.511902252624684,-0.565304109560374,0.166666666666667,NA,"Patagioenas plumbeatavg","SP982"
"Patagioenas speciosa","bird","Columbiformes","Columbidae",5,"tavg",0.20357179657966,0.206455963364467,0.5,NA,"Patagioenas speciosatavg","SP983"
"Patagona gigas","bird","Apodiformes","Trochilidae",13,"tavg",-0.667421704286993,-0.80607925726608,0.1,NA,"Patagona gigastavg","SP984"
"Peneothello cyanus","bird","Passeriformes","Petroicidae",15,"tavg",-0.402681187818761,-0.426844911810702,0.0833333333333333,NA,"Peneothello cyanustavg","SP985"
"Percnostola rufifrons","bird","Passeriformes","Thamnophilidae",7,"tavg",-0.255734377280212,-0.261538925351969,0.25,NA,"Percnostola rufifronstavg","SP986"
"Perdix perdix","bird","Galliformes","Phasianidae",11,"tavg",-0.223559892147359,-0.227400162232312,0.125,NA,"Perdix perdixtavg","SP987"
"Periparus ater","bird","Passeriformes","Paridae",8,"tavg",0.426497470067185,0.455607524588286,0.2,NA,"Periparus atertavg","SP988"
"Perisoreus canadensis","bird","Passeriformes","Corvidae",24,"tavg",-0.188163950069554,-0.190433042343572,0.0476190476190476,NA,"Perisoreus canadensistavg","SP989"
"Perissocephalus tricolor","bird","Passeriformes","Cotingidae",5,"tavg",0.165926395237203,0.167474792736774,0.5,NA,"Perissocephalus tricolortavg","SP990"
"Petrochelidon fulva","bird","Passeriformes","Hirundinidae",8,"tavg",0.889381325305823,1.41895789478512,0.2,NA,"Petrochelidon fulvatavg","SP991"
"Petrochelidon pyrrhonota","bird","Passeriformes","Hirundinidae",43,"tavg",-0.300558841248905,-0.310133828703529,0.025,NA,"Petrochelidon pyrrhonotatavg","SP992"
"Petroica multicolor","bird","Passeriformes","Petroicidae",6,"tavg",-0.586024026478329,-0.671588807007124,0.333333333333333,NA,"Petroica multicolortavg","SP993"
"Gymnoris dentata","bird","Passeriformes","Passeridae",5,"tavg",-0.866777376922565,-1.31997365437689,0.5,"petronia dentata","Gymnoris dentatatavg","SP994"
"Peucaea cassinii","bird","Passeriformes","Passerellidae",9,"tavg",0.0841567562776446,0.0843562809674475,0.166666666666667,NA,"Peucaea cassiniitavg","SP995"
"Peucedramus taeniatus","bird","Passeriformes","Peucedramidae",6,"tavg",-0.873762483411889,-1.34876926344957,0.333333333333333,NA,"Peucedramus taeniatustavg","SP996"
"Phacellodomus ruber","bird","Passeriformes","Furnariidae",6,"tavg",-0.710121949792994,-0.887429822305599,0.333333333333333,NA,"Phacellodomus rubertavg","SP997"
"Phacellodomus rufifrons","bird","Passeriformes","Furnariidae",5,"tavg",-0.620613276166037,-0.726001928882458,0.5,NA,"Phacellodomus rufifronstavg","SP998"
"Phaenicophilus palmarum","bird","Passeriformes","Phaenicophilidae",8,"tavg",-0.652572221835267,-0.779765732287909,0.2,NA,"Phaenicophilus palmarumtavg","SP999"
"Phaeomyias murina","bird","Passeriformes","Tyrannidae",9,"tavg",-0.613224772546865,-0.714073351176885,0.166666666666667,NA,"Phaeomyias murinatavg","SP1000"
"Phaethornis bourcieri","bird","Apodiformes","Trochilidae",14,"tavg",-0.00753353805768205,-0.00753368058249972,0.0909090909090909,NA,"Phaethornis bourcieritavg","SP1001"
"Phaethornis eurynome","bird","Apodiformes","Trochilidae",5,"tavg",-0.223606797749979,-0.227449536005791,0.5,NA,"Phaethornis eurynometavg","SP1002"
"Phaethornis guy","bird","Apodiformes","Trochilidae",14,"tavg",0.277612212250006,0.285093029373088,0.0909090909090909,NA,"Phaethornis guytavg","SP1003"
"Phaethornis longirostris","bird","Apodiformes","Trochilidae",6,"tavg",-0.460562604746794,-0.498025125195364,0.333333333333333,NA,"Phaethornis longirostristavg","SP1004"
"Phaethornis malaris","bird","Apodiformes","Trochilidae",10,"tavg",0.269090046789084,0.275882577456724,0.142857142857143,NA,"Phaethornis malaristavg","SP1005"
"Phaethornis ruber","bird","Apodiformes","Trochilidae",7,"tavg",0.776638131056836,1.0368424900509,0.25,NA,"Phaethornis rubertavg","SP1006"
"Phaethornis superciliosus","bird","Apodiformes","Trochilidae",21,"tavg",-0.0732869794246831,-0.0734186115486338,0.0555555555555556,NA,"Phaethornis superciliosustavg","SP1007"
"Phaetusa simplex","bird","Charadriiformes","Laridae",5,"tavg",-0.640016789679638,-0.7582021830059,0.5,NA,"Phaetusa simplextavg","SP1008"
"Phainopepla nitens","bird","Passeriformes","Ptiliogonatidae",12,"tavg",0.656613371372473,0.78683682509319,0.111111111111111,NA,"Phainopepla nitenstavg","SP1009"
"Nannopterum auritus","bird","Suliformes","Phalacrocoracidae",23,"tavg",-0.622002343471671,-0.728264341769096,0.05,"phalacrocorax auritus","Nannopterum auritustavg","SP1010"
"Phalaenoptilus nuttallii","bird","Caprimulgiformes","Caprimulgidae",55,"tavg",0.0950293958985359,0.0953170129715798,0.0192307692307692,NA,"Phalaenoptilus nuttalliitavg","SP1011"
"Phalaropus fulicaria","bird","Charadriiformes","Scolopacidae",18,"tavg",-0.372505226773021,-0.391328820068719,0.0666666666666667,"phalaropus fulicarius","Phalaropus fulicariatavg","SP1012"
"Phalaropus lobatus","bird","Charadriiformes","Scolopacidae",22,"tavg",0.161872931444565,0.163309428003214,0.0526315789473684,NA,"Phalaropus lobatustavg","SP1013"
"Phapitreron leucotis","bird","Columbiformes","Columbidae",8,"tavg",-0.113679532646387,-0.114173059961609,0.2,NA,"Phapitreron leucotistavg","SP1014"
"Phasianus colchicus","bird","Galliformes","Phasianidae",31,"tavg",-0.160636109651691,-0.162039586311774,0.0357142857142857,NA,"Phasianus colchicustavg","SP1015"
"Pheucticus aureoventris","bird","Passeriformes","Cardinalidae",10,"tavg",-0.201065801529727,-0.203843011005286,0.142857142857143,NA,"Pheucticus aureoventristavg","SP1016"
"Pheucticus chrysogaster","bird","Passeriformes","Cardinalidae",6,"tavg",-0.641640839398559,-0.760957903537464,0.333333333333333,NA,"Pheucticus chrysogastertavg","SP1017"
"Pheucticus ludovicianus","bird","Passeriformes","Cardinalidae",72,"tavg",0.062040119371778,0.0621199006841644,0.0144927536231884,NA,"Pheucticus ludovicianustavg","SP1018"
"Pheucticus melanocephalus","bird","Passeriformes","Cardinalidae",85,"tavg",-0.376797177942671,-0.39632158614678,0.0121951219512195,NA,"Pheucticus melanocephalustavg","SP1019"
"Pheugopedius coraya","bird","Passeriformes","Troglodytidae",9,"tavg",0.524064482941904,0.581926835151871,0.166666666666667,NA,"Pheugopedius corayatavg","SP1020"
"Thryothorus maculipectus","bird","Passeriformes","Troglodytidae",10,"tavg",0.384002042053488,0.404745481571285,0.142857142857143,"pheugopedius maculipectus","Thryothorus maculipectustavg","SP1021"
"Philohydor lictor","bird","Passeriformes","Tyrannidae",5,"tavg",0.390801283694718,0.412745404642872,0.5,NA,"Philohydor lictortavg","SP1022"
"Philydor erythrocercum","bird","Passeriformes","Furnariidae",8,"tavg",0.0548540298944457,0.0549091473812846,0.2,NA,"Philydor erythrocercumtavg","SP1023"
"Philydor lichtensteini","bird","Passeriformes","Furnariidae",7,"tavg",0.685435490191638,0.839295043405968,0.25,NA,"Philydor lichtensteinitavg","SP1024"
"Phlegopsis nigromaculata","bird","Passeriformes","Thamnophilidae",6,"tavg",0.219759307330878,0.22340318838133,0.333333333333333,NA,"Phlegopsis nigromaculatatavg","SP1025"
"Phoeniculus purpureus","bird","Bucerotiformes","Phoeniculidae",9,"tavg",-0.530177642693974,-0.590392226951621,0.166666666666667,NA,"Phoeniculus purpureustavg","SP1026"
"Phoenicurus auroreus","bird","Passeriformes","Muscicapidae",9,"tavg",-0.32477146237607,-0.336972017245622,0.166666666666667,NA,"Phoenicurus auroreustavg","SP1027"
"Phoenicurus ochruros","bird","Passeriformes","Muscicapidae",5,"tavg",0.9999999,8.40562139102231,0.5,NA,"Phoenicurus ochrurostavg","SP1028"
"Phoenicurus phoenicurus","bird","Passeriformes","Muscicapidae",8,"tavg",-0.145502880736965,-0.14654294271211,0.2,NA,"Phoenicurus phoenicurustavg","SP1029"
"Phrygilus plebejus","bird","Passeriformes","Thraupidae",9,"tavg",-0.651234343312232,-0.777439074108388,0.166666666666667,NA,"Phrygilus plebejustavg","SP1030"
"Phrygilus punensis","bird","Passeriformes","Thraupidae",9,"tavg",0.187135991841562,0.189367565906665,0.166666666666667,NA,"Phrygilus punensistavg","SP1031"
"Phrygilus unicolor","bird","Passeriformes","Thraupidae",7,"tavg",-0.495771548281638,-0.543683997957084,0.25,NA,"Phrygilus unicolortavg","SP1032"
"Phyllastrephus fischeri","bird","Passeriformes","Pycnonotidae",14,"tavg",-0.285089929061756,-0.293213609357044,0.0909090909090909,NA,"Phyllastrephus fischeritavg","SP1033"
"Phyllastrephus icterinus","bird","Passeriformes","Pycnonotidae",7,"tavg",-0.646875159748413,-0.769906639607471,0.25,NA,"Phyllastrephus icterinustavg","SP1034"
"Phyllastrephus strepitans","bird","Passeriformes","Pycnonotidae",7,"tavg",0.146103874596838,0.147156990401597,0.25,NA,"Phyllastrephus strepitanstavg","SP1035"
"Phyllastrephus terrestris","bird","Passeriformes","Pycnonotidae",11,"tavg",-0.54089741839291,-0.60542329523335,0.125,NA,"Phyllastrephus terrestristavg","SP1036"
"Phyllergates cucullatus","bird","Passeriformes","Scotocercidae",5,"tavg",-0.188615849323731,-0.190901570007088,0.5,NA,"Phyllergates cucullatustavg","SP1037"
"Phyllomyias nigrocapillus","bird","Passeriformes","Tyrannidae",6,"tavg",-0.538409945313635,-0.601913744655587,0.333333333333333,NA,"Phyllomyias nigrocapillustavg","SP1038"
"Phyllomyias uropygialis","bird","Passeriformes","Tyrannidae",6,"tavg",-0.117918737170309,-0.118469889344465,0.333333333333333,NA,"Phyllomyias uropygialistavg","SP1039"
"Phylloscartes ventralis","bird","Passeriformes","Tyrannidae",13,"tavg",0.206474105594054,0.209485624916048,0.1,NA,"Phylloscartes ventralistavg","SP1040"
"Seicercus borealis","bird","Passeriformes","Phylloscopidae",25,"tavg",-0.0840160251269742,-0.0842145476883962,0.0454545454545455,"phylloscopus borealis","Seicercus borealistavg","SP1041"
"Phylloscopus collybita","bird","Passeriformes","Phylloscopidae",11,"tavg",0.395524702290743,0.418332474497536,0.125,NA,"Phylloscopus collybitatavg","SP1042"
"Phylloscopus fuscatus","bird","Passeriformes","Phylloscopidae",7,"tavg",-0.857776075188751,-1.28486632100089,0.25,NA,"Phylloscopus fuscatustavg","SP1043"
"Abrornis humei","bird","Passeriformes","Phylloscopidae",7,"tavg",0.20346642555743,0.206346039283546,0.25,"phylloscopus humei","Abrornis humeitavg","SP1044"
"Abrornis inornata","bird","Passeriformes","Phylloscopidae",9,"tavg",-0.434442881331632,-0.465360260373278,0.166666666666667,"phylloscopus inornatus","Abrornis inornatatavg","SP1045"
"Abrornis maculipennis","bird","Passeriformes","Phylloscopidae",7,"tavg",-0.30134722811616,-0.311000733573505,0.25,"phylloscopus maculipennis","Abrornis maculipennistavg","SP1046"
"Abrornis proregulus","bird","Passeriformes","Phylloscopidae",6,"tavg",-0.234773083313835,-0.239235040505479,0.333333333333333,"phylloscopus proregulus","Abrornis proregulustavg","SP1047"
"Phylloscopus pulcher","bird","Passeriformes","Phylloscopidae",10,"tavg",0.343680851814053,0.358260427208769,0.142857142857143,NA,"Phylloscopus pulchertavg","SP1048"
"Phylloscopus reguloides","bird","Passeriformes","Phylloscopidae",8,"tavg",-0.0234872495705487,-0.0234915699213626,0.2,NA,"Phylloscopus reguloidestavg","SP1049"
"Seicercus tenellipes","bird","Passeriformes","Phylloscopidae",6,"tavg",-0.00606379952319042,-0.00606387384612186,0.333333333333333,"phylloscopus tenellipes","Seicercus tenellipestavg","SP1050"
"Phylloscopus trivirgatus","bird","Passeriformes","Phylloscopidae",10,"tavg",0.295787338903789,0.304896693566354,0.142857142857143,NA,"Phylloscopus trivirgatustavg","SP1051"
"Phylloscopus trochiloides","bird","Passeriformes","Phylloscopidae",11,"tavg",-0.432983479823754,-0.463562729979864,0.125,NA,"Phylloscopus trochiloidestavg","SP1052"
"Phylloscopus trochilus","bird","Passeriformes","Phylloscopidae",15,"tavg",-0.167796014470301,-0.169397958652195,0.0833333333333333,NA,"Phylloscopus trochilustavg","SP1053"
"Phytotoma rutila","bird","Passeriformes","Cotingidae",5,"tavg",-0.0647277871480368,-0.0648184114469224,0.5,NA,"Phytotoma rutilatavg","SP1054"
"Piaya cayana","bird","Cuculiformes","Cuculidae",14,"tavg",-0.385807784446201,-0.406865276333994,0.0909090909090909,NA,"Piaya cayanatavg","SP1055"
"Pica hudsonia","bird","Passeriformes","Corvidae",19,"tavg",-0.0964205488321209,-0.0967210315416873,0.0625,NA,"Pica hudsoniatavg","SP1056"
"Pica pica","bird","Passeriformes","Corvidae",13,"tavg",-0.00873601117165322,-0.00873623341981356,0.1,NA,"Pica picatavg","SP1057"
"Picoides albolarvatus","bird","Piciformes","Picidae",15,"tavg",0.253668174855932,0.259329382846962,0.0833333333333333,NA,"Picoides albolarvatustavg","SP1058"
"Picoides arcticus","bird","Piciformes","Picidae",8,"tavg",-0.142857142857143,-0.14384103622589,0.2,NA,"Picoides arcticustavg","SP1059"
"Picoides fumigatus","bird","Piciformes","Picidae",8,"tavg",-0.274778787009759,-0.282025606237311,0.2,NA,"Picoides fumigatustavg","SP1060"
"Picoides nuttallii","bird","Piciformes","Picidae",15,"tavg",-0.284299666595853,-0.2923536458156,0.0833333333333333,NA,"Picoides nuttalliitavg","SP1061"
"Picoides pubescens","bird","Piciformes","Picidae",109,"tavg",-0.119413735174913,-0.119986240411459,0.00943396226415094,NA,"Picoides pubescenstavg","SP1062"
"Picoides scalaris","bird","Piciformes","Picidae",17,"tavg",0.20694204705549,0.209974453152747,0.0714285714285714,NA,"Picoides scalaristavg","SP1063"
"Picoides tridactylus","bird","Piciformes","Picidae",5,"tavg",-0.492349012900504,-0.539156249034661,0.5,NA,"Picoides tridactylustavg","SP1064"
"Picoides villosus","bird","Piciformes","Picidae",73,"tavg",-0.384333988443674,-0.40513490036511,0.0142857142857143,NA,"Picoides villosustavg","SP1065"
"Picumnus cirratus","bird","Piciformes","Picidae",16,"tavg",-0.0362215774118578,-0.0362374308289935,0.0769230769230769,NA,"Picumnus cirratustavg","SP1066"
"Picumnus exilis","bird","Piciformes","Picidae",5,"tavg",0.0601769690648683,0.0602497662709126,0.5,NA,"Picumnus exilistavg","SP1067"
"Picus canus","bird","Piciformes","Picidae",6,"tavg",0.910657859617934,1.53136480875404,0.333333333333333,NA,"Picus canustavg","SP1068"
"Pinicola enucleator","bird","Passeriformes","Fringillidae",33,"tavg",-0.214292803715482,-0.217666466273024,0.0333333333333333,NA,"Pinicola enucleatortavg","SP1069"
"Pionus tumultuosus","bird","Psittaciformes","Psittacidae",6,"tavg",0.0413633094820314,0.0413869235455232,0.333333333333333,NA,"Pionus tumultuosustavg","SP1070"
"Pipilo chlorurus","bird","Passeriformes","Passerellidae",38,"tavg",0.0308912151196296,0.0309010469070279,0.0285714285714286,NA,"Pipilo chlorurustavg","SP1071"
"Pipilo erythrophthalmus","bird","Passeriformes","Passerellidae",25,"tavg",0.16819935416512,0.169813012510451,0.0454545454545455,NA,"Pipilo erythrophthalmustavg","SP1072"
"Pipilo maculatus","bird","Passeriformes","Passerellidae",55,"tavg",0.00614943283802719,0.00614951035446145,0.0192307692307692,NA,"Pipilo maculatustavg","SP1073"
"Pipra erythrocephala","bird","Passeriformes","Pipridae",21,"tavg",-0.339913661077927,-0.353994907912199,0.0555555555555556,NA,"Pipra erythrocephalatavg","SP1074"
"Pipra fasciicauda","bird","Passeriformes","Pipridae",14,"tavg",-0.351834216294328,-0.367535562658622,0.0909090909090909,NA,"Pipra fasciicaudatavg","SP1075"
"Pipraeidea bonariensis","bird","Passeriformes","Thraupidae",24,"tavg",-0.166895952993508,-0.168471964949972,0.0476190476190476,NA,"Pipraeidea bonariensistavg","SP1076"
"Pipraeidea melanonota","bird","Passeriformes","Thraupidae",5,"tavg",0.371147675429226,0.389753468196871,0.5,NA,"Pipraeidea melanonotatavg","SP1077"
"Pipreola arcuata","bird","Passeriformes","Cotingidae",7,"tavg",-0.648539241031216,-0.772773400036596,0.25,NA,"Pipreola arcuatatavg","SP1078"
"Pipreola riefferii","bird","Passeriformes","Cotingidae",7,"tavg",-0.380406490541327,-0.400534830013118,0.25,NA,"Pipreola riefferiitavg","SP1079"
"Piprites chloris","bird","Passeriformes","Tyrannidae",6,"tavg",-0.398070610564597,-0.421354142328874,0.333333333333333,NA,"Piprites chloristavg","SP1080"
"Piranga flava","bird","Passeriformes","Cardinalidae",21,"tavg",0.4986809939888,0.547549012953715,0.0555555555555556,NA,"Piranga flavatavg","SP1081"
"Piranga ludoviciana","bird","Passeriformes","Cardinalidae",86,"tavg",0.0949032936295914,0.0951897630857958,0.0120481927710843,NA,"Piranga ludovicianatavg","SP1082"
"Piranga olivacea","bird","Passeriformes","Cardinalidae",38,"tavg",0.0336107274457667,0.0336233924980812,0.0285714285714286,NA,"Piranga olivaceatavg","SP1083"
"Piranga rubra","bird","Passeriformes","Cardinalidae",24,"tavg",0.0244270999861723,0.0244319601397817,0.0476190476190476,NA,"Piranga rubratavg","SP1084"
"Pitangus sulphuratus","bird","Passeriformes","Tyrannidae",20,"tavg",-0.0885960243877476,-0.0888289265190088,0.0588235294117647,NA,"Pitangus sulphuratustavg","SP1085"
"Pithys albifrons","bird","Passeriformes","Thamnophilidae",15,"tavg",-0.156437175960955,-0.157732389118142,0.0833333333333333,NA,"Pithys albifronstavg","SP1086"
"Pitohui dichrous","bird","Passeriformes","Corvidae",5,"tavg",0.92160170011531,1.5995560470439,0.5,NA,"Pitohui dichroustavg","SP1087"
