"","speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi"
"1190","Mus triton","mammal","Rodentia","Muridae",7,"tavg",0.31193403931888,0.322686493454991,0.25
"1191","Muscicapa adusta","bird","Passeriformes","Muscicapidae",7,"tavg",-0.80022943558698,-1.09924993493776,0.25
"1192","Muscicapa caerulescens","bird","Passeriformes","Muscicapidae",7,"tavg",-0.77954687412865,-1.04421447728832,0.25
"1193","Muscicapa muttui","bird","Passeriformes","Muscicapidae",5,"tavg",0.9999999,8.40562139102231,0.5
"1194","Muscicapa striata","bird","Passeriformes","Muscicapidae",16,"tavg",0.108685143594259,0.109116148802049,0.0769230769230769
"1195","Muscisaxicola griseus","bird","Passeriformes","Tyrannidae",5,"tavg",-0.2229140228505,-0.226720418031921,0.5
"1196","Muscisaxicola maculirostris","bird","Passeriformes","Tyrannidae",5,"tavg",-0.652174861163305,-0.779073958878301,0.5
"1197","Muscisaxicola rufivertex","bird","Passeriformes","Tyrannidae",6,"tavg",-0.314285714285714,-0.325293783070575,0.333333333333333
"1198","Mustela erminea","mammal","Carnivora","Mustelidae",261,"tavg",-0.484070542703933,-0.528286956321529,0.00387596899224806
"1199","Mustela frenata","mammal","Carnivora","Mustelidae",84,"tavg",0.0817982428828451,0.0819814148577101,0.0123456790123457
"1200","Mustela nivalis","mammal","Carnivora","Mustelidae",47,"tavg",0.366885962540197,0.384819925831915,0.0227272727272727
"1201","Myadestes occidentalis","bird","Passeriformes","Turdidae",6,"tavg",-0.07166669798409,-0.0717897736342713,0.333333333333333
"1202","Myadestes ralloides","bird","Passeriformes","Turdidae",12,"tavg",-0.223330712280212,-0.227158938597763,0.111111111111111
"1203","Myadestes townsendi","bird","Passeriformes","Turdidae",38,"tavg",-0.0972081732762223,-0.0975161082991988,0.0285714285714286
"1204","Myadestes unicolor","bird","Passeriformes","Turdidae",9,"tavg",0.015578337454086,0.0155795978451376,0.166666666666667
"1205","Myiagra alecto","bird","Passeriformes","Monarchidae",12,"tavg",-0.523865556244694,-0.581652627726253,0.111111111111111
"1206","Myiagra azureocapilla","bird","Passeriformes","Monarchidae",5,"tavg",-0.54862584576936,-0.616413329872052,0.5
"1207","Myiagra vanikorensis","bird","Passeriformes","Monarchidae",7,"tavg",0.426108706767161,0.455132418125503,0.25
"1208","Myiarchus cephalotes","bird","Passeriformes","Tyrannidae",5,"tavg",0.389121956900716,0.410764901862365,0.5
"1209","Myiarchus cinerascens","bird","Passeriformes","Tyrannidae",21,"tavg",-0.202736477352715,-0.205584685024049,0.0555555555555556
"1210","Myiarchus crinitus","bird","Passeriformes","Tyrannidae",22,"tavg",-0.186778889926356,-0.18899753009385,0.0526315789473684
"1211","Myiarchus ferox","bird","Passeriformes","Tyrannidae",10,"tavg",-0.104276953623519,-0.10465739699899,0.142857142857143
"1212","Myiarchus stolidus","bird","Passeriformes","Tyrannidae",5,"tavg",-0.605353233134205,-0.701553995293603,0.5
"1213","Myiarchus swainsoni","bird","Passeriformes","Tyrannidae",17,"tavg",-0.521219329766925,-0.578012440650295,0.0714285714285714
"1214","Myiarchus tuberculifer","bird","Passeriformes","Tyrannidae",21,"tavg",-0.109684517087743,-0.110127579985834,0.0555555555555556
"1215","Myiarchus tyrannulus","bird","Passeriformes","Tyrannidae",23,"tavg",-0.00725011155395328,-0.0072502385898651,0.05
"1216","Myiobius barbatus","bird","Passeriformes","Tyrannidae",15,"tavg",-0.351785939317386,-0.367480466399436,0.0833333333333333
"1217","Myiobius sulphureipygius","bird","Passeriformes","Tyrannidae",7,"tavg",-0.547327840221178,-0.614558296863683,0.25
"1218","Myiobius villosus","bird","Passeriformes","Tyrannidae",5,"tavg",0.416183578083615,0.443067162006058,0.5
"1219","Myioborus melanocephalus","bird","Passeriformes","Parulidae",15,"tavg",0.187485694070001,0.189729983694969,0.0833333333333333
"1220","Myioborus miniatus","bird","Passeriformes","Parulidae",30,"tavg",-0.0964154109821912,-0.0967158454799136,0.037037037037037
"1221","Myiodynastes maculatus","bird","Passeriformes","Tyrannidae",14,"tavg",0.150963735437604,0.152126500689194,0.0909090909090909
"1222","Myiomela leucura","bird","Passeriformes","Muscicapidae",6,"tavg",0.266178623721058,0.272746521653878,0.333333333333333
"1223","Myiopagis gaimardii","bird","Passeriformes","Tyrannidae",5,"tavg",0,0,0.5
"1224","Myiopagis viridicata","bird","Passeriformes","Tyrannidae",10,"tavg",-0.191469415269358,-0.193862059914487,0.142857142857143
"1225","Myiophobus fasciatus","bird","Passeriformes","Tyrannidae",16,"tavg",-0.47736533000263,-0.519566452834346,0.0769230769230769
"1226","Myiotheretes striaticollis","bird","Passeriformes","Tyrannidae",5,"tavg",-0.132812640253587,-0.133601913326087,0.5
"1227","Myiothlypis coronata","bird","Passeriformes","Parulidae",15,"tavg",0.490188545651372,0.53630848581585,0.0833333333333333
"1228","Myiothlypis fulvicauda","bird","Passeriformes","Parulidae",5,"tavg",-0.196507734628239,-0.199097406372534,0.5
"1229","Myiothlypis leucoblephara","bird","Passeriformes","Parulidae",10,"tavg",0.131544481791385,0.1323112044824,0.142857142857143
"1230","Myiothlypis luteoviridis","bird","Passeriformes","Parulidae",13,"tavg",-0.0803900575942403,-0.0805639074295566,0.1
"1231","Myiothlypis nigrocristata","bird","Passeriformes","Parulidae",10,"tavg",-0.240305096061755,-0.245097881525823,0.142857142857143
"1232","Myiozetetes cayanensis","bird","Passeriformes","Tyrannidae",5,"tavg",0.060901252096927,0.0609767135854288,0.5
"1233","Myiozetetes similis","bird","Passeriformes","Tyrannidae",7,"tavg",-0.330027781059832,-0.34285943087781,0.25
"1234","Myocastor coypus","mammal","Rodentia","Myocastoridae",7,"tavg",-0.306202666668053,-0.316349794026774,0.25
"1235","Myodes californicus","mammal","Rodentia","Cricetidae",61,"tavg",0.457033673317773,0.493555306399577,0.0172413793103448
"1236","Myodes gapperi","mammal","Rodentia","Cricetidae",380,"tavg",-0.100564518474278,-0.100905600990995,0.0026525198938992
"1237","Myodes glareolus","mammal","Rodentia","Cricetidae",27,"tavg",-0.235246687234978,-0.239736330507634,0.0416666666666667
"1238","Myodes rufocanus","mammal","Rodentia","Cricetidae",53,"tavg",0.416797635810234,0.443810091637444,0.02
"1239","Myodes rutilus","mammal","Rodentia","Cricetidae",736,"tavg",0.0794131354939186,0.0795807082447585,0.00136425648021828
"1240","Myopus schisticolor","mammal","Rodentia","Cricetidae",18,"tavg",-0.0266599794370246,-0.0266662983654511,0.0666666666666667
"1241","Myotis adversus","mammal","Chiroptera","Vespertilionidae",5,"tavg",-0.279329483591348,-0.286954663641189,0.5
"1242","Myotis albescens","mammal","Chiroptera","Vespertilionidae",17,"tavg",-0.520139749273025,-0.576531316366436,0.0714285714285714
"1243","Myotis aurascens","mammal","Chiroptera","Vespertilionidae",8,"tavg",0.372039469838147,0.390788130771667,0.2
"1244","Myotis auriculus","mammal","Chiroptera","Vespertilionidae",21,"tavg",0.131158397120571,0.131918341665354,0.0555555555555556
"1245","Myotis californicus","mammal","Chiroptera","Vespertilionidae",111,"tavg",-0.454922190131572,-0.490889572864754,0.00925925925925926
"1246","Myotis ciliolabrum","mammal","Chiroptera","Vespertilionidae",40,"tavg",-0.0660881939820889,-0.0661846636024237,0.027027027027027
"1247","Myotis evotis","mammal","Chiroptera","Vespertilionidae",56,"tavg",-0.12637411554511,-0.127053385569603,0.0188679245283019
"1248","Myotis keaysi","mammal","Chiroptera","Vespertilionidae",7,"tavg",0.00928352837106021,0.00928379508174256,0.25
"1249","Myotis keenii","mammal","Chiroptera","Vespertilionidae",24,"tavg",-0.340439166353221,-0.354589182679967,0.0476190476190476
"1250","Myotis leibii","mammal","Chiroptera","Vespertilionidae",12,"tavg",-0.613005533618548,-0.713722057292685,0.111111111111111
"1251","Myotis lucifugus","mammal","Chiroptera","Vespertilionidae",181,"tavg",-0.401767819045016,-0.425755252929745,0.00561797752808989
"1252","Myotis muricola","mammal","Chiroptera","Vespertilionidae",5,"tavg",0.783262411658795,1.05375621490087,0.5
"1253","Myotis myotis","mammal","Chiroptera","Vespertilionidae",7,"tavg",-0.840758356700225,-1.22375504917609,0.25
"1254","Myotis nigricans","mammal","Chiroptera","Vespertilionidae",39,"tavg",-0.0647913465721124,-0.0648822385492172,0.0277777777777778
"1255","Myotis occultus","mammal","Chiroptera","Vespertilionidae",21,"tavg",-0.260576014016545,-0.2667262818469,0.0555555555555556
"1256","Myotis riparius","mammal","Chiroptera","Vespertilionidae",10,"tavg",0.362338474227958,0.379575174892691,0.142857142857143
"1257","Myotis thysanodes","mammal","Chiroptera","Vespertilionidae",30,"tavg",0.184170885655039,0.186296609895999,0.037037037037037
"1258","Myotis velifer","mammal","Chiroptera","Vespertilionidae",31,"tavg",-0.452062868549063,-0.487289967804569,0.0357142857142857
"1259","Myotis volans","mammal","Chiroptera","Vespertilionidae",63,"tavg",-0.222249569594122,-0.226021330070045,0.0166666666666667
"1260","Myotis yumanensis","mammal","Chiroptera","Vespertilionidae",88,"tavg",-0.163798911963433,-0.165287868616348,0.0117647058823529
"1261","Myrmeciza ferruginea","bird","Passeriformes","Thamnophilidae",6,"tavg",-0.180360754144102,-0.182355547605147,0.333333333333333
"1262","Myrmeciza hemimelaena","bird","Passeriformes","Thamnophilidae",6,"tavg",-0.19073949697138,-0.193104473842641,0.333333333333333
"1263","Myrmoborus leucophrys","bird","Passeriformes","Thamnophilidae",6,"tavg",-0.880878740094813,-1.3796761982355,0.333333333333333
"1264","Myrmoborus myotherinus","bird","Passeriformes","Thamnophilidae",8,"tavg",0.651051091966739,0.777120936674511,0.2
"1265","Myrmorchilus strigilatus","bird","Passeriformes","Thamnophilidae",6,"tavg",-0.542857142857143,-0.608197662162247,0.333333333333333
"1266","Myrmornis torquata","bird","Passeriformes","Thamnophilidae",5,"tavg",0.0579735396744058,0.0580386193232393,0.5
"1267","Myrmotherula axillaris","bird","Passeriformes","Thamnophilidae",17,"tavg",0.382717944945221,0.403240153789933,0.0714285714285714
"1268","Myrmotherula longipennis","bird","Passeriformes","Thamnophilidae",8,"tavg",-0.660977482719019,-0.794547512614263,0.2
"1269","Myrmotherula menetriesii","bird","Passeriformes","Thamnophilidae",5,"tavg",-0.30545223784703,-0.315521935154064,0.5
"1270","Myrmotherula schisticolor","bird","Passeriformes","Thamnophilidae",7,"tavg",0.326538500508316,0.338948683946547,0.25
"1271","Myzomela jugularis","bird","Passeriformes","Meliphagidae",7,"tavg",0.504358701067249,0.555134748330329,0.25
"1272","Myzomela obscura","bird","Passeriformes","Meliphagidae",5,"tavg",0.300192869331507,0.309731562003599,0.5
"1273","Myzomela rosenbergii","bird","Passeriformes","Meliphagidae",12,"tavg",0.353707363832531,0.369674952292525,0.111111111111111
"1274","Naja kaouthia","reptile","Squamata","Elapidae",5,"tavg",0.556702678244615,0.628042247689001,0.5
"1275","Napaeozapus insignis","mammal","Rodentia","Dipodidae",27,"tavg",-0.271583355808511,-0.27857247092052,0.0416666666666667
"1276","Natalus stramineus","mammal","Chiroptera","Natalidae",8,"tavg",-0.122133949992626,-0.12274672230735,0.2
"1277","Neacomys spinosus","mammal","Rodentia","Cricetidae",6,"tavg",0.814075274029453,1.13899461662708,0.333333333333333
"1278","Necromys lasiurus","mammal","Rodentia","Cricetidae",9,"tavg",-0.109988755810919,-0.110435533894152,0.166666666666667
"1279","Nectarinia amethystina","bird","Passeriformes","Nectariniidae",12,"tavg",0.221563536794818,0.225299765584139,0.111111111111111
"1280","Nectarinia bifasciata","bird","Passeriformes","Nectariniidae",6,"tavg",-0.428068524986325,-0.457529471578558,0.333333333333333
"1281","Nectarinia cuprea","bird","Passeriformes","Nectariniidae",6,"tavg",-0.949685907251199,-1.82856917679144,0.333333333333333
"1282","Nectarinia famosa","bird","Passeriformes","Nectariniidae",6,"tavg",-0.630854318555315,-0.742833955759834,0.333333333333333
"1283","Nectarinia jugularis","bird","Passeriformes","Nectariniidae",8,"tavg",0.25568752560639,0.261488795802616,0.2
"1284","Nectarinia kilimensis","bird","Passeriformes","Nectariniidae",6,"tavg",-0.342839711096688,-0.357306939179135,0.333333333333333
"1285","Nectarinia mariquensis","bird","Passeriformes","Nectariniidae",6,"tavg",0.468392671224886,0.508009273806904,0.333333333333333
"1286","Nectarinia olivacea","bird","Passeriformes","Nectariniidae",25,"tavg",-0.363619764078217,-0.381050897141881,0.0454545454545455
"1287","Nectarinia reichenowi","bird","Passeriformes","Nectariniidae",6,"tavg",-0.911831936512897,-1.53828619248799,0.333333333333333
"1288","Nectarinia senegalensis","bird","Passeriformes","Nectariniidae",8,"tavg",-0.347623930569141,-0.36273854002055,0.2
"1289","Nectarinia venusta","bird","Passeriformes","Nectariniidae",12,"tavg",0.138582582073484,0.139480112914508,0.111111111111111
"1290","Nectarinia verticalis","bird","Passeriformes","Nectariniidae",7,"tavg",-0.472640044227668,-0.513464337012494,0.25
"1291","Nemosia pileata","bird","Passeriformes","Thraupidae",5,"tavg",-0.111468827910383,-0.111933978508386,0.5
"1292","Neocossyphus poensis","bird","Passeriformes","Turdidae",6,"tavg",0.583351520308916,0.667528101435648,0.333333333333333
"1293","Neocossyphus rufus","bird","Passeriformes","Turdidae",7,"tavg",-0.120832523831262,-0.121425801566477,0.25
"1294","Neopelma chrysocephalum","bird","Passeriformes","Pipridae",5,"tavg",0.0853431683304752,0.0855512762854279,0.5
"1295","Neoromicia capensis","mammal","Chiroptera","Vespertilionidae",14,"tavg",-0.20773243141996,-0.210800341457939,0.0909090909090909
"1296","Neoromicia nanus","mammal","Chiroptera","Vespertilionidae",9,"tavg",0.26374544572864,0.270129622919207,0.166666666666667
"1297","Neotetracus sinensis","mammal","Insectivora","Erinaceidae",5,"tavg",0.879020140815103,1.37144081976628,0.5
"1298","Neotoma albigula","mammal","Rodentia","Cricetidae",205,"tavg",0.0729958148097556,0.073125880921102,0.00495049504950495
"1299","Neotoma bryanti","mammal","Rodentia","Cricetidae",8,"tavg",-0.031620845785985,-0.031631391107965,0.2
"1300","Neotoma cinerea","mammal","Rodentia","Cricetidae",108,"tavg",0.0728576898433966,0.072987017435285,0.00952380952380952
"1301","Neotoma floridana","mammal","Rodentia","Cricetidae",21,"tavg",0.0854785961254297,0.085687699288973,0.0555555555555556
"1302","Neotoma fuscipes","mammal","Rodentia","Cricetidae",53,"tavg",0.0248938261462543,0.0248989703152007,0.02
"1303","Neotoma lepida","mammal","Rodentia","Cricetidae",138,"tavg",0.262914958383079,0.269237256312087,0.00740740740740741
"1304","Neotoma leucodon","mammal","Rodentia","Cricetidae",25,"tavg",0.14096876836795,0.141913848939111,0.0454545454545455
"1305","Neotoma macrotis","mammal","Rodentia","Cricetidae",53,"tavg",0.207233136181661,0.210278585060618,0.02
"1306","Neotoma mexicana","mammal","Rodentia","Cricetidae",95,"tavg",0.0837382886337699,0.0839348433678747,0.0108695652173913
"1307","Neotoma micropus","mammal","Rodentia","Cricetidae",15,"tavg",0.087266492899064,0.0874890349105038,0.0833333333333333
"1308","Neotoma stephensi","mammal","Rodentia","Cricetidae",15,"tavg",0.394192229993466,0.416753877703358,0.0833333333333333
"1309","Neovison vison","mammal","Carnivora","Mustelidae",107,"tavg",0.158804666140059,0.160160197889181,0.00961538461538462
"1310","Nerodia sipedon","reptile","Squamata","Colubridae",7,"tavg",-0.577300133911384,-0.658403748809954,0.25
"1311","Neurotrichus gibbsii","mammal","Eulipotyphla","Talpidae",129,"tavg",-0.143079748172132,-0.14406828653281,0.00793650793650794
"1312","Nicator chloris","bird","Passeriformes","Nicatoridae",7,"tavg",-0.16720921118095,-0.168794216062015,0.25
"1313","Nicator gularis","bird","Passeriformes","Nicatoridae",6,"tavg",0.571218991499836,0.649330352943889,0.333333333333333
"1314","Nilaus afer","bird","Passeriformes","Malaconotidae",7,"tavg",-0.434822895879538,-0.465828781211384,0.25
"1315","Niltava macgrigoriae","bird","Passeriformes","Muscicapidae",5,"tavg",0.807439768324808,1.11962881683799,0.5
"1316","Niltava sundara","bird","Passeriformes","Muscicapidae",8,"tavg",0.163249903722001,0.164723776402546,0.2
"1317","Noctilio albiventris","mammal","Chiroptera","Noctilionidae",11,"tavg",-0.433544102170963,-0.46425291152469,0.125
"1318","Noctilio leporinus","mammal","Chiroptera","Noctilionidae",23,"tavg",0.291912053691847,0.300655154099529,0.05
"1319","Nothoprocta ornata","bird","Tinamiformes","Tinamidae",7,"tavg",0.398579142757706,0.421958575557275,0.25
"1320","Nothoprocta pentlandii","bird","Tinamiformes","Tinamidae",7,"tavg",-0.452732865156111,-0.488132374696413,0.25
"1321","Notiosorex crawfordi","mammal","Passeriformes","Malaconotidae",60,"tavg",0.340281292878986,0.354410624067349,0.0175438596491228
"1322","Notophthalmus viridescens","amphibian","Caudata","Salamandridae",8,"tavg",0.474134713528798,0.515390695587424,0.2
"1323","Nucifraga columbiana","bird","Passeriformes","Corvidae",15,"tavg",-0.289327951458588,-0.297832662079909,0.0833333333333333
"1324","Numenius americanus","bird","Charadriiformes","Scolopacidae",8,"tavg",-0.394364578256882,-0.41695795014255,0.2
"1325","Numenius phaeopus","bird","Charadriiformes","Scolopacidae",6,"tavg",0.2,0.202732554054082,0.333333333333333
"1326","Numida meleagris","bird","Galliformes","Numididae",10,"tavg",-0.309937387981589,-0.320476142044448,0.142857142857143
"1327","Nycteris thebaica","mammal","Chiroptera","Nycteridae",6,"tavg",0.459502313232721,0.496680208986545,0.333333333333333
"1328","Nyctibius griseus","bird","Caprimulgiformes","Nyctibiidae",6,"tavg",-0.927633657043918,-1.64115356510164,0.333333333333333
"1329","Nycticeius humeralis","mammal","Chiroptera","Vespertilionidae",8,"tavg",-0.37678747731569,-0.396310280417641,0.2
"1330","Nycticorax nycticorax","bird","Pelecaniformes","Ardeidae",18,"tavg",-0.522793688647112,-0.580176481994989,0.0666666666666667
"1331","Nyctidromus albicollis","bird","Caprimulgiformes","Caprimulgidae",15,"tavg",-0.835522903065016,-1.20615667426996,0.0833333333333333
"1332","Nyctimene albiventer","mammal","Chiroptera","Pteropodidae",5,"tavg",-0.300162045039363,-0.309697685190164,0.5
"1333","Nyctinomops femorosaccus","mammal","Chiroptera","Molossidae",7,"tavg",0.217065818350198,0.220574770360086,0.25
"1334","Nyctinomops macrotis","mammal","Chiroptera","Molossidae",16,"tavg",0.782384945703146,1.05148995383844,0.0769230769230769
"1335","Nyctipolus nigrescens","bird","Caprimulgiformes","Caprimulgidae",6,"tavg",-0.072970065947919,-0.0730999941732534,0.333333333333333
"1336","Nyctomys sumichrasti","mammal","Rodentia","Cricetidae",8,"tavg",0.170580900062869,0.172264912096007,0.2
"1337","Oceanodroma furcata","bird","Procellariiformes","Hydrobatidae",5,"tavg",-0.810333650418147,-1.12799998543152,0.5
"1338","Ochotona collaris","mammal","Lagomorpha","Ochotonidae",65,"tavg",0.0141288592741788,0.0141297995430655,0.0161290322580645
"1339","Ochotona dauurica","mammal","Lagomorpha","Ochotonidae",8,"tavg",-0.491718526014023,-0.538324365349255,0.2
"1340","Ochotona hyperborea","mammal","Lagomorpha","Ochotonidae",23,"tavg",0.0947003022577949,0.0949849308075668,0.05
"1341","Ochotona pallasi","mammal","Lagomorpha","Ochotonidae",24,"tavg",-0.294970043656636,-0.304001274188941,0.0476190476190476
"1342","Ochotona princeps","mammal","Lagomorpha","Ochotonidae",148,"tavg",-0.12509299829622,-0.125751689716077,0.00689655172413793
"1343","Ochrotomys nuttalli","mammal","Rodentia","Cricetidae",5,"tavg",0.168291611763731,0.169907957678577,0.5
"1344","Ochthoeca cinnamomeiventris","bird","Passeriformes","Tyrannidae",11,"tavg",-0.427596593581129,-0.456951803358337,0.125
"1345","Ochthoeca diadema","bird","Passeriformes","Tyrannidae",9,"tavg",-0.166481371157355,-0.168045534695456,0.166666666666667
"1346","Ochthoeca frontalis","bird","Passeriformes","Tyrannidae",8,"tavg",-0.74931084509644,-0.971381720793067,0.2
"1347","Ochthoeca fumicolor","bird","Passeriformes","Tyrannidae",13,"tavg",0.0651946460248694,0.0652872488071624,0.1
"1348","Ochthoeca leucophrys","bird","Passeriformes","Tyrannidae",17,"tavg",0.499878949949769,0.549144757289619,0.0714285714285714
"1349","Ochthoeca oenanthoides","bird","Passeriformes","Tyrannidae",9,"tavg",0.338272522531664,0.352140546623375,0.166666666666667
"1350","Ochthoeca rufipectoralis","bird","Passeriformes","Tyrannidae",18,"tavg",0.262547069130043,0.268842089652882,0.0666666666666667
"1351","Ocreatus underwoodii","bird","Apodiformes","Trochilidae",9,"tavg",-0.424336402610402,-0.452968922043754,0.166666666666667
"1352","Octodon degus","mammal","Rodentia","Octodontidae",7,"tavg",0.792084857152827,1.07700245817821,0.25
"1353","Odocoileus hemionus","mammal","Artiodactyla","Cervidae",13,"tavg",-0.126645461790383,-0.127329145275385,0.1
"1354","Odocoileus virginianus","mammal","Artiodactyla","Cervidae",14,"tavg",0.0247651690938752,0.0247702338961325,0.0909090909090909
"1355","Oecomys bicolor","mammal","Rodentia","Cricetidae",8,"tavg",0.48408042684996,0.528299865452206,0.2
"1356","Oedistoma iliolophus","bird","Passeriformes","Melanocharitidae",17,"tavg",-0.295717145238217,-0.30481977158177,0.0714285714285714
"1357","Oena capensis","bird","Columbiformes","Columbidae",13,"tavg",-0.693216496462508,-0.854121476379457,0.1
"1358","Oenanthe deserti","bird","Passeriformes","Muscicapidae",7,"tavg",-0.0453862748833717,-0.0454174773973799,0.25
"1359","Oenanthe isabellina","bird","Passeriformes","Muscicapidae",12,"tavg",-0.218341501426748,-0.22191392261976,0.111111111111111
"1360","Oenanthe oenanthe","bird","Passeriformes","Muscicapidae",17,"tavg",-0.516444992578059,-0.571479488102187,0.0714285714285714
"1361","Oenanthe pleschanka","bird","Passeriformes","Muscicapidae",5,"tavg",0.477799215732636,0.520128542769385,0.5
"1362","Oligodon albocinctus","reptile","Squamata","Colubridae",5,"tavg",-0.8,-1.09861228866811,0.5
"1363","Oligodon cyclurus","reptile","Squamata","Colubridae",9,"tavg",0.0232789745890628,0.0232831809983247,0.166666666666667
"1364","Oligoryzomys fulvescens","mammal","Rodentia","Cricetidae",22,"tavg",0.0763519471796586,0.0765008359151494,0.0526315789473684
"1365","Oligoryzomys longicaudatus","mammal","Rodentia","Cricetidae",53,"tavg",-0.191341105960548,-0.193728871103685,0.02
"1366","Oligoryzomys microtis","mammal","Rodentia","Cricetidae",16,"tavg",0.313985828674624,0.324961064345229,0.0769230769230769
"1367","Ondatra zibethicus","mammal","Rodentia","Cricetidae",34,"tavg",0.187135827620778,0.189367395726186,0.032258064516129
"1368","Onychomys arenicola","mammal","Rodentia","Cricetidae",25,"tavg",0.45616296017834,0.492455251432665,0.0454545454545455
"1369","Onychomys leucogaster","mammal","Rodentia","Cricetidae",109,"tavg",0.203638561515356,0.206525615744406,0.00943396226415094
"1370","Onychomys torridus","mammal","Rodentia","Cricetidae",115,"tavg",0.375533697009952,0.394849854172661,0.00892857142857143
"1371","Onychorhynchus coronatus","bird","Passeriformes","Tyrannidae",9,"tavg",0.385160232194696,0.406104704669492,0.166666666666667
"1372","Oporornis agilis","bird","Passeriformes","Parulidae",5,"tavg",-0.442992773652888,-0.475948168680724,0.5
"1373","Oporornis formosus","bird","Passeriformes","Parulidae",21,"tavg",-0.16719104311831,-0.16877552548788,0.0555555555555556
"1374","Oporornis philadelphia","bird","Passeriformes","Parulidae",26,"tavg",-0.0582528865598416,-0.0583189128023952,0.0434782608695652
"1375","Oporornis tolmiei","bird","Passeriformes","Parulidae",48,"tavg",-0.127125321121554,-0.127816856723318,0.0222222222222222
"1376","Oreomanes fraseri","bird","Passeriformes","Thraupidae",6,"tavg",0.111758644075975,0.112227450642239,0.333333333333333
"1377","Oreortyx pictus","bird","Galliformes","Odontophoridae",15,"tavg",0.504921982849171,0.555890488322847,0.0833333333333333
"1378","Oreoscoptes montanus","bird","Passeriformes","Mimidae",14,"tavg",0.190672040199213,0.19303447116474,0.0909090909090909
"1379","Oreoscopus gutturalis","bird","Passeriformes","Acanthizidae",9,"tavg",0.657297028373574,0.788039579007029,0.166666666666667
"1380","Oreotrochilus estella","bird","Apodiformes","Trochilidae",10,"tavg",-0.00291811813181513,-0.00291812641485157,0.142857142857143
"1381","Orochelidon murina","bird","Passeriformes","Hirundinidae",10,"tavg",0.421766371123762,0.449838655838789,0.142857142857143
"1382","Ortalis motmot","bird","Galliformes","Cracidae",5,"tavg",0.2,0.202732554054082,0.5
"1383","Orthonyx spaldingii","bird","Passeriformes","Orthonychidae",5,"tavg",0.224137931034483,0.228008693635498,0.5
"1384","Orthorhyncus cristatus","bird","Apodiformes","Trochilidae",7,"tavg",0.364599588112886,0.382180476238015,0.25
"1385","Orthotomus sericeus","bird","Passeriformes","Cisticolidae",6,"tavg",-0.223699560213252,-0.227547182836306,0.333333333333333
"1386","Ortygospiza atricollis","bird","Passeriformes","Estrildidae",5,"tavg",-0.200971430342031,-0.203744665838407,0.5
"1387","Oryctolagus cuniculus","mammal","Lagomorpha","Leporidae",5,"tavg",-0.568705160463997,-0.645606940412154,0.5
"1388","Oryzoborus angolensis","bird","Passeriformes","Thraupidae",12,"tavg",-0.542725129454199,-0.608010509395399,0.111111111111111
"1389","Oryzomys alfaroi","mammal","Rodentia","Cricetidae",10,"tavg",0.028937836202269,0.0289459177620473,0.142857142857143
"1390","Oryzomys bolivaris","mammal","Rodentia","Cricetidae",6,"tavg",-0.0426438577938572,-0.0426697352999955,0.333333333333333
"1391","Oryzomys couesi","mammal","Rodentia","Cricetidae",13,"tavg",0.22760779143142,0.231665103202185,0.1
"1392","Oryzomys melanotis","mammal","Rodentia","Cricetidae",6,"tavg",-0.178830518682196,-0.180774309606056,0.333333333333333
"1393","Oryzomys oryzomys","mammal","Rodentia","Cricetidae",7,"tavg",-0.376053318618687,-0.395454924262172,0.25
"1394","Oryzomys palustris","mammal","Rodentia","Cricetidae",18,"tavg",-0.0654335683932508,-0.0655271947700101,0.0666666666666667
"1395","Oryzomys saturatior","mammal","Rodentia","Cricetidae",5,"tavg",-0.0915788240170857,-0.0918361341784551,0.5
"1396","Ototylomys phyllotis","mammal","Rodentia","Cricetidae",10,"tavg",-0.170170488281687,-0.171842230766469,0.142857142857143
"1397","Otus bakkamoena","bird","Strigiformes","Strigidae",5,"tavg",-0.7,-0.867300527694053,0.5
"1398","Otus choliba","bird","Strigiformes","Strigidae",7,"tavg",0.380086288922588,0.400160505864753,0.25
"1399","Otus flammeolus","bird","Strigiformes","Strigidae",14,"tavg",0.09010989010989,0.0903549764498065,0.0909090909090909
"1400","Otus megalotis","bird","Strigiformes","Strigidae",5,"tavg",0.3636529212227,0.381089106802953,0.5
"1401","Ovis dalli","mammal","Artiodactyla","Bovidae",6,"tavg",-0.522115412304108,-0.579243554957759,0.333333333333333
"1402","Oxyura jamaicensis","bird","Anseriformes","Anatidae",17,"tavg",-0.213185408338028,-0.216506058201453,0.0714285714285714
"1403","Pachycephala hyperythra","bird","Passeriformes","Pachycephalidae",5,"tavg",-0.0648712391275909,-0.064962468318203,0.5
"1404","Pachycephala melanura","bird","Passeriformes","Pachycephalidae",5,"tavg",-0.051994440240924,-0.0520413706895071,0.5
"1405","Pachycephala pectoralis","bird","Passeriformes","Pachycephalidae",36,"tavg",0.626923457559559,0.736331227383542,0.0303030303030303
"1406","Pachycephala philippinensis","bird","Passeriformes","Pachycephalidae",5,"tavg",0.863373762469519,1.30644748506909,0.5
"1407","Pachycephala rufiventris","bird","Passeriformes","Pachycephalidae",8,"tavg",-0.49853209203706,-0.547350844689148,0.2
"1408","Pachycephala schlegelii","bird","Passeriformes","Pachycephalidae",9,"tavg",-0.431952605195749,-0.462294696622827,0.166666666666667
