"","speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi"
"4240","Spermophilus columbianus","mammal","Rodentia","Sciuridae",32,"tmin",-0.286847433650692,-0.295127640411738,0.0344827586206897
"4241","Spermophilus elegans","mammal","Rodentia","Sciuridae",49,"tmin",0.337310219583383,0.351054299478903,0.0217391304347826
"4242","Spermophilus mohavensis","mammal","Rodentia","Sciuridae",5,"tmin",-0.251434888883733,-0.25694394709074,0.5
"4243","Spermophilus mollis","mammal","Rodentia","Sciuridae",21,"tmin",0.850781124267697,1.25897443278694,0.0555555555555556
"4244","Spermophilus pallidicauda","mammal","Rodentia","Sciuridae",9,"tmin",-0.705810814579904,-0.878786389769838,0.166666666666667
"4245","Spermophilus parryii","mammal","Rodentia","Sciuridae",155,"tmin",-0.175374977998166,-0.177206870827099,0.00657894736842105
"4246","Spermophilus richardsonii","mammal","Rodentia","Sciuridae",13,"tmin",0.118616538381428,0.119177589351635,0.1
"4247","Spermophilus saturatus","mammal","Rodentia","Sciuridae",19,"tmin",-0.282080712133718,-0.289941221597248,0.0625
"4248","Spermophilus spilosoma","mammal","Rodentia","Sciuridae",24,"tmin",-0.360766805192061,-0.377767161140236,0.0476190476190476
"4249","Spermophilus tereticaudus","mammal","Rodentia","Sciuridae",27,"tmin",0.0974331342803527,0.0977432203529101,0.0416666666666667
"4250","Spermophilus tridecemlineatus","mammal","Rodentia","Sciuridae",37,"tmin",0.216336494326563,0.219809510141922,0.0294117647058824
"4251","Spermophilus undulatus","mammal","Rodentia","Sciuridae",29,"tmin",-0.520676576220942,-0.57726752747968,0.0384615384615385
"4252","Spermophilus variegatus","mammal","Rodentia","Sciuridae",65,"tmin",-0.181872245456705,-0.183918302599159,0.0161290322580645
"4253","Sphyrapicus nuchalis","bird","Piciformes","Picidae",65,"tmin",0.25527345828364,0.261045814989266,0.0161290322580645
"4254","Sphyrapicus ruber","bird","Piciformes","Picidae",76,"tmin",-0.0411007903168189,-0.0411239573146505,0.0136986301369863
"4255","Sphyrapicus thyroideus","bird","Piciformes","Picidae",29,"tmin",0.379563652543148,0.399549758811826,0.0384615384615385
"4256","Sphyrapicus varius","bird","Piciformes","Picidae",68,"tmin",0.277781506630366,0.285276469867902,0.0153846153846154
"4257","Spilogale gracilis","mammal","Carnivora","Mephitidae",6,"tmin",0.176102738238652,0.177957823641503,0.333333333333333
"4258","Spilogale putorius","mammal","Carnivora","Mephitidae",8,"tmin",-0.119047619047619,-0.119614844532917,0.2
"4259","Spinus magellanicus","bird","Passeriformes","Fringillidae",24,"tmin",-0.381880696793155,-0.402259594013113,0.0476190476190476
"4260","Spinus pinus","bird","Passeriformes","Fringillidae",104,"tmin",0.0818524516447415,0.0820359890147467,0.0099009900990099
"4261","Spinus psaltria","bird","Passeriformes","Fringillidae",45,"tmin",0.0074358777266,0.00743601478001858,0.0238095238095238
"4262","Spinus tristis","bird","Passeriformes","Fringillidae",132,"tmin",-0.219841122221152,-0.223489156578772,0.00775193798449612
"4263","Spiza americana","bird","Passeriformes","Cardinalidae",10,"tmin",0.0343725496249535,0.034386095965931,0.142857142857143
"4264","Spizella arborea","bird","Passeriformes","Passerellidae",74,"tmin",0.0827851484828138,0.0829750493570235,0.0140845070422535
"4265","Spizella breweri","bird","Passeriformes","Passerellidae",24,"tmin",0.0578589453413844,0.0579236393136623,0.0476190476190476
"4266","Spizella pallida","bird","Passeriformes","Passerellidae",19,"tmin",0.0022709228073961,0.0022709267111929,0.0625
"4267","Spizella passerina","bird","Passeriformes","Passerellidae",84,"tmin",-0.271147909369368,-0.278102409472521,0.0123456790123457
"4268","Spizella pusilla","bird","Passeriformes","Passerellidae",16,"tmin",0.00428813357678993,0.00428815986060796,0.0769230769230769
"4269","Sporophila caerulescens","bird","Passeriformes","Thraupidae",5,"tmin",-0.677557986019326,-0.82458555835786,0.5
"4270","Sporophila minuta","bird","Passeriformes","Thraupidae",6,"tmin",0.432701913474793,0.463216249547303,0.333333333333333
"4271","Sporophila plumbea","bird","Passeriformes","Thraupidae",5,"tmin",-0.380560991367326,-0.400715483688851,0.5
"4272","Sporophila torqueola","bird","Passeriformes","Thraupidae",7,"tmin",0.272932985876321,0.280030151112755,0.25
"4273","Stachyris nigriceps","bird","Passeriformes","Sylviidae",6,"tmin",0.53191337268075,0.592809711778091,0.333333333333333
"4274","Steganopus tricolor","bird","Charadriiformes","Scolopacidae",18,"tmin",0.3346560936944,0.348062435305157,0.0666666666666667
"4275","Stelgidopteryx ruficollis","bird","Passeriformes","Hirundinidae",7,"tmin",-0.881982828173764,-1.38462552901549,0.25
"4276","Stelgidopteryx serripennis","bird","Passeriformes","Hirundinidae",15,"tmin",0.057048640078375,0.0571106503792716,0.0833333333333333
"4277","Stellula calliope","bird","Apodiformes","Trochilidae",9,"tmin",0.846467095284639,1.24355725353315,0.166666666666667
"4278","Sterna caspia","bird","Charadriiformes","Laridae",8,"tmin",-0.119047619047619,-0.119614844532917,0.2
"4279","Sterna forsteri","bird","Charadriiformes","Laridae",5,"tmin",-0.955380170157371,-1.89008076921676,0.5
"4280","Sterna hirundo","bird","Charadriiformes","Laridae",11,"tmin",-0.254560225315821,-0.260283013135234,0.125
"4281","Stiphrornis erythrothorax","bird","Passeriformes","Muscicapidae",5,"tmin",0.102290583899234,0.102649608427406,0.5
"4282","Storeria occipitomaculata","reptile","Squamata","Colubridae",5,"tmin",-0.6,-0.693147180559945,0.5
"4283","Streptopelia capicola","bird","Columbiformes","Columbidae",14,"tmin",-0.29538439869884,-0.304455177664726,0.0909090909090909
"4284","Streptopelia decaocto","bird","Columbiformes","Columbidae",23,"tmin",-0.0177024182184198,-0.0177042677348954,0.05
"4285","Streptopelia decipiens","bird","Columbiformes","Columbidae",6,"tmin",0.245566573553202,0.2506893727758,0.333333333333333
"4286","Streptopelia orientalis","bird","Columbiformes","Columbidae",7,"tmin",-0.49212426031875,-0.538859625480522,0.25
"4287","Streptopelia semitorquata","bird","Columbiformes","Columbidae",9,"tmin",0.0848768800867957,0.0850815857278792,0.166666666666667
"4288","Streptopelia senegalensis","bird","Columbiformes","Columbidae",25,"tmin",0.00742571011848074,0.00742584661044647,0.0454545454545455
"4289","Strix nebulosa","bird","Strigiformes","Strigidae",19,"tmin",0.133415877582029,0.134216032501452,0.0625
"4290","Strix varia","bird","Strigiformes","Strigidae",79,"tmin",0.456708005424455,0.493143729696935,0.0131578947368421
"4291","Sturnella magna","bird","Passeriformes","Icteridae",25,"tmin",-0.418875878252572,-0.446327916670498,0.0454545454545455
"4292","Sturnella neglecta","bird","Passeriformes","Icteridae",51,"tmin",0.182495645060052,0.18456310381697,0.0208333333333333
"4293","Sturnira lilium","mammal","Chiroptera","Phyllostomidae",80,"tmin",-0.208052999257625,-0.211135389884629,0.012987012987013
"4294","Sturnira ludovici","mammal","Chiroptera","Phyllostomidae",21,"tmin",-0.341090983216447,-0.35532663292175,0.0555555555555556
"4295","Sturnira luisi","mammal","Chiroptera","Phyllostomidae",5,"tmin",0.334828105651907,0.34825615386882,0.5
"4296","Sturnira sturnira","mammal","Chiroptera","Phyllostomidae",5,"tmin",-0.732435678285789,-0.933961805703248,0.5
"4297","Sturnira tildae","mammal","Chiroptera","Phyllostomidae",8,"tmin",-0.337644591025843,-0.351431647465935,0.2
"4298","Sturnus vulgaris","bird","Passeriformes","Sturnidae",106,"tmin",-0.0695294678440433,-0.0696418371529817,0.00970873786407767
"4299","Stylodipus sungorus","mammal","Rodentia","Dipodidae",5,"tmin",-0.411328048675753,-0.437208674393214,0.5
"4300","Sublegatus modestus","bird","Passeriformes","Tyrannidae",9,"tmin",0.405770494903337,0.430537604723278,0.166666666666667
"4301","Suiriri suiriri","bird","Passeriformes","Tyrannidae",5,"tmin",0.770609990271117,1.02182786964567,0.5
"4302","Suncus murinus","mammal","Soricomorpha","Soricidae",16,"tmin",-0.181072772650352,-0.183091604703181,0.0769230769230769
"4303","Surnia ulula","bird","Strigiformes","Strigidae",5,"tmin",0.2,0.202732554054082,0.5
"4304","Sus scrofa","mammal","Artiodactyla","Suidae",5,"tmin",0.310957384465097,0.321604928360626,0.5
"4305","Syconycteris australis","mammal","Chiroptera","Pteropodidae",12,"tmin",-0.119872346221203,-0.120451511570464,0.111111111111111
"4306","Sylvia atricapilla","bird","Passeriformes","Sylviidae",16,"tmin",-0.148685192376497,-0.149795634716135,0.0769230769230769
"4307","Sylvia borin","bird","Passeriformes","Sylviidae",11,"tmin",0.12086319824608,0.121456930596043,0.125
"4308","Sylvia cantillans","bird","Passeriformes","Sylviidae",6,"tmin",0.59656573821841,0.687798316663041,0.333333333333333
"4309","Sylvia communis","bird","Passeriformes","Sylviidae",15,"tmin",-0.274805439206004,-0.282054435339394,0.0833333333333333
"4310","Sylvia curruca","bird","Passeriformes","Sylviidae",12,"tmin",-0.425453903193152,-0.454332619168984,0.111111111111111
"4311","Sylvia melanocephala","bird","Passeriformes","Sylviidae",6,"tmin",-0.449215280391948,-0.483716739346472,0.333333333333333
"4312","Sylvia subcaerulea","bird","Passeriformes","Sylviidae",7,"tmin",-0.311140967390445,-0.321808175799647,0.25
"4313","Sylvietta rufescens","bird","Passeriformes","Macrosphenidae",8,"tmin",-0.319619746682992,-0.331223532726328,0.2
"4314","Sylvietta whytii","bird","Passeriformes","Macrosphenidae",6,"tmin",0.0270926688786222,0.0270993005872632,0.333333333333333
"4315","Sylvilagus audubonii","mammal","Lagomorpha","Leporidae",102,"tmin",0.231711801097236,0.23599763365185,0.0101010101010101
"4316","Sylvilagus bachmani","mammal","Lagomorpha","Leporidae",16,"tmin",-0.397861457853856,-0.421105631174262,0.0769230769230769
"4317","Sylvilagus brasiliensis","mammal","Lagomorpha","Leporidae",6,"tmin",-0.57919404990674,-0.661249049801784,0.333333333333333
"4318","Sylvilagus floridanus","mammal","Lagomorpha","Leporidae",39,"tmin",-0.0826559702646277,-0.0828449811219173,0.0277777777777778
"4319","Sylvilagus nuttallii","mammal","Lagomorpha","Leporidae",22,"tmin",-0.397948534664545,-0.42120908816314,0.0526315789473684
"4320","Syma torotoro","bird","Coraciiformes","Alcedinidae",5,"tmin",0.9999999,8.40562139102231,0.5
"4321","Synallaxis albescens","bird","Passeriformes","Furnariidae",8,"tmin",0.412812038438466,0.43899618756484,0.2
"4322","Synallaxis azarae","bird","Passeriformes","Furnariidae",18,"tmin",0.442385545388153,0.475192934300342,0.0666666666666667
"4323","Synallaxis unirufa","bird","Passeriformes","Furnariidae",8,"tmin",0.754889223742917,0.984225378594333,0.2
"4324","Synaptomys borealis","mammal","Rodentia","Cricetidae",149,"tmin",0.0771184878770645,0.0772719170030483,0.00684931506849315
"4325","Synaptomys cooperi","mammal","Rodentia","Cricetidae",5,"tmin",0.878895050087327,1.37089080970502,0.5
"4326","Syndactyla rufosuperciliata","bird","Passeriformes","Furnariidae",22,"tmin",0.0030875532477637,0.00308756305901941,0.0526315789473684
"4327","Syndactyla subalaris","bird","Passeriformes","Furnariidae",6,"tmin",-0.254631062838335,-0.260358760523344,0.333333333333333
"4328","Synthliboramphus antiquus","bird","Charadriiformes","Alcidae",5,"tmin",-0.573162825905519,-0.65222039773678,0.5
"4329","Syrigma sibilatrix","bird","Pelecaniformes","Ardeidae",6,"tmin",-0.742593860280449,-0.95623742938469,0.333333333333333
"4330","Systellura longirostris","bird","Caprimulgiformes","Caprimulgidae",9,"tmin",-0.0505904630856996,-0.0506336898110339,0.166666666666667
"4331","Tachycineta bicolor","bird","Passeriformes","Hirundinidae",40,"tmin",-0.119365638369445,-0.119937448125752,0.027027027027027
"4332","Tachycineta thalassina","bird","Passeriformes","Hirundinidae",26,"tmin",-0.132865963994465,-0.133656194935467,0.0434782608695652
"4333","Tachyphonus coronatus","bird","Passeriformes","Thraupidae",8,"tmin",0.152072051287911,0.153260858890047,0.2
"4334","Tachyphonus cristatus","bird","Passeriformes","Thraupidae",5,"tmin",-0.153896752812773,-0.155129290173418,0.5
"4335","Tachyphonus luctuosus","bird","Passeriformes","Thraupidae",5,"tmin",0.1,0.100335347731076,0.5
"4336","Tachyphonus phoenicius","bird","Passeriformes","Thraupidae",9,"tmin",-0.194161163000483,-0.196657746906504,0.166666666666667
"4337","Tachyphonus rufus","bird","Passeriformes","Thraupidae",7,"tmin",-0.547614532918148,-0.614967696859122,0.25
"4338","Tachyphonus surinamus","bird","Passeriformes","Thraupidae",14,"tmin",-0.0365689522918423,-0.0365852664608955,0.0909090909090909
"4339","Tadarida brasiliensis","mammal","Chiroptera","Molossidae",63,"tmin",-0.238299967427219,-0.242970951887304,0.0166666666666667
"4340","Tamias alpinus","mammal","Rodentia","Sciuridae",13,"tmin",0.0344113667127085,0.0344249590211763,0.1
"4341","Tamias amoenus","mammal","Rodentia","Sciuridae",180,"tmin",0.0588141784790621,0.0588821344321518,0.00564971751412429
"4342","Tamias canipes","mammal","Rodentia","Sciuridae",6,"tmin",-0.895862062374247,-1.45085629229,0.333333333333333
"4343","Tamias cinereicollis","mammal","Rodentia","Sciuridae",27,"tmin",0.0951266887399872,0.095415193347424,0.0416666666666667
"4344","Tamias dorsalis","mammal","Rodentia","Sciuridae",74,"tmin",0.277380512694767,0.28484199945013,0.0140845070422535
"4345","Tamias merriami","mammal","Rodentia","Sciuridae",9,"tmin",-0.431438020002194,-0.461662247685458,0.166666666666667
"4346","Tamias minimus","mammal","Rodentia","Sciuridae",326,"tmin",-0.290074427588974,-0.298647527273162,0.00309597523219814
"4347","Tamias obscurus","mammal","Rodentia","Sciuridae",8,"tmin",-0.465913673432303,-0.504838254394672,0.2
"4348","Tamias panamintinus","mammal","Rodentia","Sciuridae",9,"tmin",-0.233707683269442,-0.238107789704698,0.166666666666667
"4349","Tamias quadrimaculatus","mammal","Rodentia","Sciuridae",11,"tmin",0.0806869408630042,0.0808627289916518,0.125
"4350","Tamias quadrivittatus","mammal","Rodentia","Sciuridae",66,"tmin",-0.0613655895426929,-0.0614427929157111,0.0158730158730159
"4351","Tamias ruficaudus","mammal","Rodentia","Sciuridae",9,"tmin",-0.0590989241214486,-0.0591678732689584,0.166666666666667
"4352","Tamias rufus","mammal","Rodentia","Sciuridae",10,"tmin",-0.0440698670837372,-0.0440984305201102,0.142857142857143
"4353","Tamias senex","mammal","Rodentia","Sciuridae",27,"tmin",0.6259807778603,0.734779638057247,0.0416666666666667
"4354","Tamias sibiricus","mammal","Rodentia","Sciuridae",33,"tmin",-0.167025494075866,-0.16860522065295,0.0333333333333333
"4355","Tamias siskiyou","mammal","Rodentia","Sciuridae",11,"tmin",0.182816259125866,0.184894783790252,0.125
"4356","Tamias speciosus","mammal","Rodentia","Sciuridae",51,"tmin",0.298058525250484,0.307387476895336,0.0208333333333333
"4357","Tamias striatus","mammal","Rodentia","Sciuridae",29,"tmin",0.233410745583585,0.237793719516558,0.0384615384615385
"4358","Tamias townsendii","mammal","Rodentia","Sciuridae",112,"tmin",-0.105006831235977,-0.10539535523346,0.00917431192660551
"4359","Tamias umbrinus","mammal","Rodentia","Sciuridae",73,"tmin",-0.196574940337166,-0.199167312448148,0.0142857142857143
"4360","Tamiasciurus douglasii","mammal","Rodentia","Sciuridae",133,"tmin",-0.631978152539767,-0.744702922002555,0.00769230769230769
"4361","Tamiasciurus hudsonicus","mammal","Rodentia","Sciuridae",445,"tmin",-0.282880748227961,-0.290810632730887,0.00226244343891403
"4362","Tangara cayana","bird","Passeriformes","Thraupidae",11,"tmin",-0.525782318675761,-0.584298046890927,0.125
"4363","Tangara chilensis","bird","Passeriformes","Thraupidae",9,"tmin",0.0849927898363447,0.0851983377178008,0.166666666666667
"4364","Tangara cyanicollis","bird","Passeriformes","Thraupidae",12,"tmin",-0.216719922090026,-0.220211799009599,0.111111111111111
"4365","Tangara gyrola","bird","Passeriformes","Thraupidae",6,"tmin",0.456890321479879,0.493374120323331,0.333333333333333
"4366","Tangara nigroviridis","bird","Passeriformes","Thraupidae",6,"tmin",-0.219351732178365,-0.222974971171114,0.333333333333333
"4367","Tangara parzudakii","bird","Passeriformes","Thraupidae",7,"tmin",-0.0388306201611215,-0.0388501543270753,0.25
"4368","Tangara punctata","bird","Passeriformes","Thraupidae",10,"tmin",-0.127321349920571,-0.12801611060188,0.142857142857143
"4369","Tangara vassorii","bird","Passeriformes","Thraupidae",10,"tmin",-0.659785337296281,-0.79243338941394,0.142857142857143
"4370","Tangara viridicollis","bird","Passeriformes","Thraupidae",6,"tmin",-0.187407750693249,-0.189649201948617,0.333333333333333
"4371","Tangara xanthocephala","bird","Passeriformes","Thraupidae",9,"tmin",-0.346233903501885,-0.361158317492048,0.166666666666667
"4372","Tapera naevia","bird","Cuculiformes","Cuculidae",5,"tmin",0.488101578451127,0.533565134103514,0.5
"4373","Taphozous melanopogon","mammal","Chiroptera","Emballonuridae",5,"tmin",0.332782028414018,0.345953500363232,0.5
"4374","Taraba major","bird","Passeriformes","Thamnophilidae",9,"tmin",0.672269990022354,0.814873564394306,0.166666666666667
"4375","Taricha torosa","amphibian","Caudata","Salamandridae",13,"tmin",0.413083104946727,0.439322980704682,0.1
"4376","Tarsiger cyanurus","bird","Passeriformes","Muscicapidae",10,"tmin",-0.173772729770252,-0.175554257094736,0.142857142857143
"4377","Tatera leucogaster","mammal","Rodentia","Muridae",16,"tmin",0.337807190094827,0.351615180036047,0.0769230769230769
"4378","Taxidea taxus","mammal","Carnivora","Mustelidae",45,"tmin",0.0184789470883398,0.0184810508638884,0.0238095238095238
"4379","Tchagra australis","bird","Passeriformes","Malaconotidae",15,"tmin",-0.325831212127628,-0.338157182483899,0.0833333333333333
"4380","Tchagra senegalus","bird","Passeriformes","Malaconotidae",6,"tmin",0.596886450940902,0.688296381249089,0.333333333333333
"4381","Telophorus sulfureopectus","bird","Passeriformes","Malaconotidae",11,"tmin",0.146235593324631,0.147291584818889,0.125
"4382","Terenotriccus erythrurus","bird","Passeriformes","Tyrannidae",9,"tmin",0.269474423040637,0.27629700507236,0.166666666666667
"4383","Terpsiphone cinnamomea","bird","Passeriformes","Monarchidae",9,"tmin",-0.166470137158437,-0.168033980480997,0.166666666666667
"4384","Terpsiphone rufiventer","bird","Passeriformes","Monarchidae",9,"tmin",-0.805061897230744,-1.11283403789746,0.166666666666667
"4385","Terpsiphone viridis","bird","Passeriformes","Monarchidae",22,"tmin",0.2447550728877,0.249825978764578,0.0526315789473684
"4386","Thalurania furcata","bird","Apodiformes","Trochilidae",29,"tmin",-0.338811631160601,-0.352749441122477,0.0384615384615385
"4387","Thamnomanes ardesiacus","bird","Passeriformes","Thamnophilidae",12,"tmin",-0.578671479506953,-0.660463036736114,0.111111111111111
"4388","Thamnomanes caesius","bird","Passeriformes","Thamnophilidae",12,"tmin",-0.502522104582473,-0.552674626939843,0.111111111111111
"4389","Thamnophilus amazonicus","bird","Passeriformes","Thamnophilidae",6,"tmin",-0.405892568465376,-0.430683747965397,0.333333333333333
"4390","Thamnophilus caerulescens","bird","Passeriformes","Thamnophilidae",22,"tmin",-0.572518036683535,-0.651260681081843,0.0526315789473684
"4391","Thamnophilus doliatus","bird","Passeriformes","Thamnophilidae",12,"tmin",-0.546353510714775,-0.613168313881865,0.111111111111111
"4392","Thamnophilus murinus","bird","Passeriformes","Thamnophilidae",11,"tmin",-0.0696914679564826,-0.0698046260786086,0.125
"4393","Thamnophilus punctatus","bird","Passeriformes","Thamnophilidae",7,"tmin",0.135691316293906,0.136533427968183,0.25
"4394","Thamnophilus ruficapillus","bird","Passeriformes","Thamnophilidae",8,"tmin",0.541068424921292,0.605665056111502,0.2
"4395","Thamnophilus schistaceus","bird","Passeriformes","Thamnophilidae",8,"tmin",-0.54289932912103,-0.608257476805019,0.2
"4396","Thamnophis atratus","reptile","Squamata","Colubridae",28,"tmin",0.0915803422812224,0.091837665283696,0.04
"4397","Thamnophis couchii","reptile","Squamata","Colubridae",23,"tmin",0.281104959627686,0.288881433591408,0.05
"4398","Thamnophis elegans","reptile","Squamata","Colubridae",48,"tmin",0.0183733155159193,0.0183753834149128,0.0222222222222222
"4399","Thamnophis hammondii","reptile","Squamata","Colubridae",8,"tmin",-0.406675648044705,-0.431621642929007,0.2
"4400","Thamnophis sauritus","reptile","Squamata","Colubridae",7,"tmin",0.428571428571429,0.458145365937078,0.25
"4401","Thamnophis sirtalis","reptile","Squamata","Colubridae",41,"tmin",0.325499767040515,0.337786414474077,0.0263157894736842
"4402","Thinocorus orbignyianus","bird","Charadriiformes","Thinocoridae",5,"tmin",0.94095770602873,1.7463413795415,0.5
"4403","Thlypopsis ornata","bird","Passeriformes","Thraupidae",8,"tmin",-0.11397484425491,-0.11447224804132,0.2
"4404","Thlypopsis ruficeps","bird","Passeriformes","Thraupidae",9,"tmin",-0.40810636061753,-0.433337059269466,0.166666666666667
"4405","Thomomys bottae","mammal","Rodentia","Geomyidae",269,"tmin",0.0653069901852521,0.0654000733371995,0.0037593984962406
"4406","Thomomys bulbivorus","mammal","Rodentia","Geomyidae",13,"tmin",0.246296739062776,0.251466543461181,0.1
"4407","Thomomys mazama","mammal","Rodentia","Geomyidae",19,"tmin",0.0405490084558436,0.0405712542646341,0.0625
"4408","Thomomys monticola","mammal","Rodentia","Geomyidae",36,"tmin",-0.134258624113397,-0.135074150040251,0.0303030303030303
"4409","Thomomys talpoides","mammal","Rodentia","Geomyidae",151,"tmin",-0.153449732369979,-0.154671457797592,0.00675675675675676
"4410","Thomomys townsendii","mammal","Rodentia","Geomyidae",6,"tmin",0.763941368011354,1.00561289156317,0.333333333333333
"4411","Thomomys umbrinus","mammal","Rodentia","Geomyidae",5,"tmin",-0.828778878724759,-1.18422395784367,0.5
"4412","Thraupis cyanocephala","bird","Passeriformes","Thraupidae",12,"tmin",-0.0527913445008261,-0.0528404685278535,0.111111111111111
"4413","Thraupis episcopus","bird","Passeriformes","Thraupidae",19,"tmin",0.0419904575163993,0.042015162828776,0.0625
"4414","Thraupis palmarum","bird","Passeriformes","Thraupidae",11,"tmin",-0.799837095909341,-1.09815994102826,0.125
"4415","Thraupis sayaca","bird","Passeriformes","Thraupidae",8,"tmin",0.505727647848242,0.556972430935556,0.2
"4416","Threnetes leucurus","bird","Apodiformes","Trochilidae",13,"tmin",-0.467730707504438,-0.507161600209901,0.1
"4417","Thryomanes bewickii","bird","Passeriformes","Troglodytidae",45,"tmin",-0.0581236795301508,-0.0581892668072213,0.0238095238095238
"4418","Thryophilus pleurostictus","bird","Passeriformes","Troglodytidae",5,"tmin",0.0830454798537401,0.0832371828841866,0.5
"4419","Thryophilus rufalbus","bird","Passeriformes","Troglodytidae",6,"tmin",0.83694510950873,1.21088615433142,0.333333333333333
"4420","Thryothorus ludovicianus","bird","Passeriformes","Troglodytidae",41,"tmin",-0.0964775825375953,-0.0967786007805475,0.0263157894736842
"4421","Thylamys elegans","mammal","Didelphimorphia","Didelphidae",9,"tmin",-0.513076864308751,-0.566897118355893,0.166666666666667
"4422","Tiaris obscurus","bird","Passeriformes","Thraupidae",8,"tmin",0.00424533552288308,0.00424536102754089,0.2
"4423","Tinamus major","bird","Tinamiformes","Tinamidae",5,"tmin",-0.2,-0.202732554054082,0.5
"4424","Tityra cayana","bird","Passeriformes","Tityridae",6,"tmin",-0.771428571428571,-1.02384642168263,0.333333333333333
"4425","Tockus flavirostris","bird","Bucerotiformes","Bucerotidae",5,"tmin",0.710447114707584,0.888086063769788,0.5
"4426","Todiramphus chloris","bird","Coraciiformes","Alcedinidae",15,"tmin",-0.399239110781206,-0.422743437532996,0.0833333333333333
"4427","Todiramphus sanctus","bird","Coraciiformes","Alcedinidae",5,"tmin",0.5,0.549306144334055,0.5
"4428","Todirostrum cinereum","bird","Passeriformes","Tyrannidae",7,"tmin",-0.476834020865029,-0.518878563462002,0.25
"4429","Todus subulatus","bird","Coraciiformes","Todidae",8,"tmin",-0.224310289731577,-0.228190176655418,0.2
"4430","Tolmomyias flaviventris","bird","Passeriformes","Tyrannidae",9,"tmin",0.140312664469036,0.141244505528006,0.166666666666667
"4431","Tolmomyias poliocephalus","bird","Passeriformes","Tyrannidae",6,"tmin",0.638217355508368,0.75516017468283,0.333333333333333
"4432","Tolmomyias sulphurescens","bird","Passeriformes","Tyrannidae",20,"tmin",-0.140975998151303,-0.141921225314747,0.0588235294117647
"4433","Tonatia saurophila","mammal","Chiroptera","Phyllostomidae",10,"tmin",0.582425497649975,0.666125548451256,0.142857142857143
"4434","Toxorhamphus novaeguineae","bird","Passeriformes","Melanocharitidae",10,"tmin",-0.461808314211042,-0.499607364845305,0.142857142857143
"4435","Toxorhamphus poliopterus","bird","Passeriformes","Melanocharitidae",18,"tmin",-0.155164268714652,-0.156427814612626,0.0666666666666667
"4436","Toxostoma curvirostre","bird","Passeriformes","Mimidae",12,"tmin",0.187472675465875,0.189716490837902,0.111111111111111
"4437","Toxostoma longirostre","bird","Passeriformes","Mimidae",5,"tmin",0.656796951538818,0.787159610036673,0.5
"4438","Toxostoma redivivum","bird","Passeriformes","Mimidae",13,"tmin",-0.390585264663535,-0.412490472444514,0.1
"4439","Toxostoma rufum","bird","Passeriformes","Mimidae",39,"tmin",0.0645085409033111,0.0645982458984844,0.0277777777777778
"4440","Trachops cirrhosus","mammal","Chiroptera","Phyllostomidae",11,"tmin",0.513533877053055,0.567517623246439,0.125
"4441","Trachylepis maculilabris","reptile","Squamata","Scincidae",5,"tmin",-0.116563101030039,-0.117095359473556,0.5
"4442","Tregellasia capito","bird","Passeriformes","Petroicidae",11,"tmin",0.279115229872588,0.286722293125016,0.125
"4443","Tregellasia leucops","bird","Passeriformes","Petroicidae",8,"tmin",-0.172333838987193,-0.174070944613762,0.2
"4444","Treron calvus","bird","Columbiformes","Columbidae",6,"tmin",-0.0647123072198902,-0.0648028664055013,0.333333333333333
"4445","Trichechus manatus","mammal","Sirenia","Trichechidae",20,"tmin",-0.0632535577283504,-0.0633381202492135,0.0588235294117647
"4446","Tricholaema leucomelas","bird","Piciformes","Lybiidae",11,"tmin",-0.388632150971685,-0.410187827657407,0.125
"4447","Trichothraupis melanops","bird","Passeriformes","Thraupidae",17,"tmin",-0.156497710411457,-0.15779444276994,0.0714285714285714
"4448","Trimeresurus albolabris","reptile","Squamata","Viperidae",18,"tmin",-0.39873012650663,-0.422138088493053,0.0666666666666667
"4449","Trimeresurus erythrurus","reptile","Squamata","Viperidae",11,"tmin",0.266252655241917,0.272826200043336,0.125
"4450","Trimeresurus purpureomaculatus","reptile","Squamata","Viperidae",9,"tmin",-0.0842479652056151,-0.0844481411878963,0.166666666666667
"4451","Tringa flavipes","bird","Charadriiformes","Scolopacidae",22,"tmin",0.374844984330872,0.39404831051143,0.0526315789473684
"4452","Tringa glareola","bird","Charadriiformes","Scolopacidae",8,"tmin",-0.841705553630527,-1.22699523463199,0.2
"4453","Tringa melanoleuca","bird","Charadriiformes","Scolopacidae",17,"tmin",-0.0661822495216914,-0.0662791323358252,0.0714285714285714
"4454","Tringa semipalmata","bird","Charadriiformes","Scolopacidae",17,"tmin",0.244293150991464,0.249334681171393,0.0714285714285714
"4455","Tringa solitaria","bird","Charadriiformes","Scolopacidae",17,"tmin",0.269950218033094,0.276810126996354,0.0714285714285714
"4456","Tringa totanus","bird","Charadriiformes","Scolopacidae",8,"tmin",-0.226445271078073,-0.230439409126171,0.2
"4457","Trochocercus cyanomelas","bird","Passeriformes","Monarchidae",6,"tmin",0.0462861362005346,0.0463192333270035,0.333333333333333
"4458","Troglodytes aedon","bird","Passeriformes","Troglodytidae",129,"tmin",0.153516004065146,0.154739328318014,0.00793650793650794
"4459","Troglodytes hiemalis","bird","Passeriformes","Troglodytidae",5,"tmin",0.33571279928689,0.349252886618616,0.5
"4460","Troglodytes musculus","bird","Passeriformes","Troglodytidae",7,"tmin",0.800980716001583,1.10134245659526,0.25
